FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Martin,Dubravka,GLK,NEW,4500000,2,28,0.848484848484849,1.88552188552189E-07,6.22222222222222E-06,0,11879,0,6,0,11,0,0,0,6.2,1024,0,0,28,0,0.7,0,3.3,2,0,3,0,0,0.8,53588,0,0,0,1,630,13628,0,0,116,Everton,West Brom,Watford,Tottenham,Chelsea,0.4,0.4,0.8,0.4,9
Shane,Duffy,DEF,BHA,4600000,3,87,2.6,5.65217391304348E-07,1.89130434782609E-05,0,281702,7,46,0,0,0,0,0,18.9,12174,1,0,87,-1,0.3,0,1.3,7,0,8,0,2,3,440159,0,0,0,1,2952,474,0,0,540,Burnley,Man Utd,Man City,Liverpool,,0,1.9,4.3,1.9,134.9
Paul,Dummett,DEF,NEW,4200000,2,40,1.21212121212121,2.88600288600289E-07,9.52380952380952E-06,0,58077,1,13,0,0,0,0,0,9.5,871,-3,0,40,3,0.8,0,3.3,0,0,4,0,0,0.9,67981,0,0,0,0,1185,5364,0,0,213,Everton,West Brom,Watford,Tottenham,Chelsea,0.6,0.8,1.3,0.8,34.9
Lewis,Dunk,DEF,BHA,4500000,5,82,2.4,5.33333333333333E-07,1.82222222222222E-05,0,256143,7,47,0,0,0,1,0,18.2,10824,0,0,82,0,0.4,0,2,5,0,8,0,1,2.9,348617,4,0,0,1,3060,1167,0,0,562,Burnley,Man Utd,Man City,Liverpool,,0,1.7,3.8,1.6,147.2
Nathan,Dyer,MID,SWA,4400000,1,37,1.12121212121212,2.54820936639118E-07,8.40909090909091E-06,0,20104,2,18,0,0,0,0,0,8.4,425,-1,0,37,1,0.2,0,1,0,0,3,0,1,0.2,27942,0,0,0,0,1143,68,0,0,125,Man City,Chelsea,Bournemouth,Southampton,Stoke,0.6,0.6,1.2,0.6,33.6
,Ederson,GLK,MCI,5600000,2,143,4.3,7.67857142857143E-07,2.55357142857143E-05,0,412251,0,25,0,54,0,0,0,25.5,5879,1,0,143,-1,0.3,0,1.7,9,0,14,0,0,8.8,586007,0,0,2,2,2925,50740,0,0,614,Swansea,West Ham,Huddersfield,Brighton,Southampton,5.1,5.2,11.5,5.2,52.4
,Eduardo,GLK,CHE,4700000,0,0,0,0,0,0,3528,0,0,0,0,0,0,0,0,17,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1178,0,0,0,0,0,12,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0,0
Thomas,Edwards,DEF,STK,4000000,0,6,0.176470588235294,4.41176470588235E-08,1.5E-06,0,29218,0,15,0,0,0,0,0,1.5,693,0,0,6,0,0,0,0,0,0,0,0,0,0.3,48788,0,0,0,0,481,122,0,0,81,Burnley,Liverpool,Crystal Palace,Swansea,,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9E-07,1.425E-05,0,1014808,0,21,0,44,0,0,0,14.3,23848,0,0,57,0,0,0,0,4,0,3,0,0,14.7,902847,0,0,1,3,1440,2610,0,0,280,Everton,West Brom,Watford,Tottenham,Chelsea,2.5,4.1,7.2,4.3,36.5
Mohamed,Elneny,MID,ARS,4200000,2,21,0.636363636363636,1.51515151515152E-07,5E-06,0,336612,3,12,0,0,0,0,0,5,3075,-3,0,21,3,0.2,0,1,0,0,3,0,1,3.3,307914,0,0,0,0,821,4195,0,1,145,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.3,0.3,0.6,0.3,40.2
,Emerson,DEF,CHE,5200000,5,7,0.205882352941176,3.95927601809955E-08,1.34615384615385E-06,0,1756,0,1,0,0,0,0,0,1.3,101,-3,0,7,3,0.3,0,1.5,0,0,0,0,1,0,2590,0,0,0,0,98,477,0,0,28,Swansea,Liverpool,Huddersfield,Newcastle,,0,0.1,0.2,0.1,6.7
Christian,Eriksen,MID,TOT,9500000,9,186,5.6,5.89473684210526E-07,1.95789473684211E-05,0,2226587,0,28,0,0,0,11,0,19.6,87974,0,-1,186,0,0.9,0,8.3,23,0,15,0,9,16.1,2292417,0,0,0,3,2858,27857,1,0,750,Watford,West Brom,Newcastle,Leicester,,0,7.2,13.8,7.1,323.7
Jonny,Evans,DEF,WBA,4900000,0,76,2.9,5.91836734693878E-07,1.55102040816327E-05,0,129574,7,37,0,0,0,2,0,15.5,2044,-1,0,76,1,0.3,0,1.7,5,0,6,0,2,1,133571,1,0,0,1,2249,256,0,0,451,Liverpool,Newcastle,Tottenham,Crystal Palace,,3.3,1.9,3.2,3.5,84.8
Patrice,Evra,DEF,WHU,4200000,0,1,0.0303030303030303,7.21500721500722E-09,2.38095238095238E-07,0,9612,0,6,0,0,0,0,0,0.2,551,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,16783,0,0,0,0,161,285,0,0,22,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,3.7
Lukasz,Fabianski,GLK,SWA,4700000,3,130,3.9,8.29787234042553E-07,2.76595744680851E-05,0,451165,0,46,0,114,0,0,0,27.7,8963,2,0,130,-2,0.5,0,2.3,10,0,9,0,0,8.6,672695,0,0,1,2,2970,9792,0,0,650,Man City,Chelsea,Bournemouth,Southampton,Stoke,3.5,4.8,8.2,5.1,87.8
Cesc,Fabregas,MID,CHE,6800000,2,73,2.5,3.67647058823529E-07,1.07352941176471E-05,0,706263,4,25,0,0,0,1,0,10.7,2203,-2,0,73,2,0.2,0,1.5,4,0,9,0,4,3,412199,0,0,0,1,2040,309,0,1,472,Swansea,Liverpool,Huddersfield,Newcastle,,0,1.8,4.4,1.7,219.8
Adam,Federici,GLK,BOU,4000000,0,0,0,0,0,0,144524,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,0,2.2,19963,0,0,0,0,0,74,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0,0,0,0,1434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Marouane,Fellaini,MID,MUN,4700000,3,39,1.14705882352941,2.44055068836045E-07,8.29787234042553E-06,0,206993,1,0,0,0,0,3,0,8.3,116,-3,0,39,3,0.2,0,0.8,3,0,4,0,0,0.5,191538,0,0,0,1,518,42,0,0,138,Arsenal,Brighton,West Ham,Watford,,0,0.8,1.2,0.6,47.7
Leroy,Fer,MID,SWA,5200000,0,41,2,3.84615384615385E-07,7.88461538461538E-06,0,40015,5,26,0,0,0,1,0,7.9,40,-3,0,41,3,0,0,0,0,0,4,0,1,0.2,17274,0,0,0,0,1394,8,0,0,201,Man City,Chelsea,Bournemouth,Southampton,Stoke,0,0,0,0,56
Nathan,Ferguson,DEF,WBA,4000000,0,0,0,0,0,0,3053,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6413,0,0,0,0,0,79,0,0,0,Liverpool,Newcastle,Tottenham,Crystal Palace,,0,0,0,0,0
Edimilson,Fernandes,MID,WHU,4300000,3,17,0.515151515151515,1.19802677942213E-07,3.95348837209302E-06,0,17618,1,14,0,0,0,0,0,4,242,-2,0,17,2,0.6,0,2.7,0,0,2,0,0,0.2,8817,0,0,0,0,637,268,0,0,72,Arsenal,Man City,Leicester,Man Utd,Everton,0.3,0.3,0.6,0.3,17.9
Federico,Fernandez,DEF,SWA,4500000,2,82,3,6.66666666666667E-07,1.82222222222222E-05,0,277125,4,38,0,0,0,1,0,18.2,5958,0,0,82,0,0.4,0,1.7,10,0,7,0,1,3.6,382616,1,0,0,2,2430,2846,0,0,469,Man City,Chelsea,Bournemouth,Southampton,Stoke,2.3,3.3,5.6,3.6,92.1
,Fernandinho,MID,MCI,5000000,0,96,3.2,6.4E-07,1.92E-05,0,753850,7,22,0,0,0,3,0,19.2,11024,0,0,96,0,0.2,0,1,5,0,13,0,4,3.9,807640,0,0,0,1,2520,129,0,0,499,Swansea,West Ham,Huddersfield,Brighton,Southampton,0,2.6,6.8,2.9,141.4
,Fernando,MID,MCI,4500000,0,0,0,0,0,0,4535,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,4,0,0,0,Swansea,West Ham,Huddersfield,Brighton,Southampton,0,0,0,0,0
Sam,Field,MID,WBA,4400000,0,23,0.676470588235294,1.53743315508021E-07,5.22727272727273E-06,0,22070,3,7,0,0,0,1,0,5.2,52,-1,0,23,1,0,0,0,2,0,4,0,0,0.1,21776,0,0,0,0,534,7,0,0,70,Liverpool,Newcastle,Tottenham,Crystal Palace,,0.3,0.3,0.3,0.3,26.3
Roberto,Firmino,FWD,LIV,9500000,8,174,5.3,5.57894736842105E-07,1.83157894736842E-05,0,3446119,1,29,0,0,0,15,0,18.5,25361,10,0,174,-10,0.4,0,3.7,29,0,14,0,8,40.7,4469378,0,0,0,3,2473,167021,0,0,731,West Brom,Stoke,Chelsea,Brighton,,6,7.7,4.6,7.8,294.2
Jon,Flanagan,DEF,LIV,4400000,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,1,0,0,0,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0,0,0,0,36339,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7345,0,0,0,0,0,20,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702E-07,1.36170212765957E-05,0,59113,0,48,0,0,0,1,0,13.6,205,-3,0,64,3,0,0,0,3,0,4,0,1,0.4,29241,0,0,0,1,2110,98,0,0,319,Burnley,Liverpool,Crystal Palace,Swansea,,2.2,1.3,2.1,1.9,73.7
Phil,Foden,MID,MCI,4700000,0,6,0.181818181818182,3.86847195357834E-08,1.27659574468085E-06,0,2690,0,1,0,0,0,0,0,1.3,25,-3,0,6,3,0,0,0,0,0,0,0,1,0,1186,0,0,0,0,18,141,0,0,18,Swansea,West Ham,Huddersfield,Brighton,Southampton,0.1,0.1,0.2,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0,0,0,0,16108,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0.1,22520,0,0,0,0,0,17,0,0,0,Crystal Palace,Tottenham,Newcastle,Man Utd,,0,0,0,0,0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.14893617021277E-07,7.23404255319149E-06,0,153778,0,11,0,0,0,0,0,7.2,98,-3,0,34,3,0,0,0,3,0,3,0,2,0.8,77178,0,0,0,0,688,0,0,0,156,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.82608695652174E-07,1.58695652173913E-05,0,533366,0,30,0,69,0,0,0,15.9,2800,-4,0,73,4,0,0,0,6,0,4,0,0,3.9,368450,0,0,1,1,1800,337,0,0,351,Bournemouth,Everton,Swansea,Man City,,0,3.5,6.1,3.4,48.9
Ben,Foster,GLK,WBA,4300000,9,104,3.2,7.44186046511628E-07,2.41860465116279E-05,0,765318,2,51,0,88,0,0,0,24.2,7334,-2,0,104,2,0.9,0,4,8,0,8,0,0,9.5,507746,0,0,0,1,2970,7894,0,0,553,Liverpool,Newcastle,Tottenham,Crystal Palace,,3.8,2.3,3.7,3.9,65.4
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,39,1.9,4.31818181818182E-07,8.86363636363636E-06,0,105841,2,29,0,0,0,0,0,8.9,1090,-1,0,39,1,0.1,0,0.3,3,0,2,0,0,1,70567,0,0,0,0,1592,138,0,0,279,Watford,Leicester,Stoke,West Brom,,1.5,1.3,1.5,1.5,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0,0,0,0,1901,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,0,0,0,0,0,29,0,0,0,Watford,West Brom,Newcastle,Leicester,,0,0,0,0,0
Simon,Francis,DEF,BOU,4300000,2,44,1.5,3.48837209302326E-07,1.02325581395349E-05,0,197650,8,45,0,0,0,0,0,10.2,4097,-2,0,44,2,0.1,0,0.5,1,0,3,0,0,1.3,121354,0,0,0,0,2528,157,0,1,438,Southampton,Swansea,Burnley,,,0,1,1,0.8,121
Ryan,Fraser,MID,BOU,5100000,4,82,3.6,7.05882352941176E-07,1.6078431372549E-05,0,133201,0,35,0,0,0,4,0,16.1,3615,-4,0,82,4,0.6,0,3.3,10,0,1,0,3,0.7,107135,0,0,0,2,1733,247,0,0,331,Southampton,Swansea,Burnley,,,0,3.3,3.9,3.3,138.2
Christian,Fuchs,DEF,LEI,4800000,0,56,1.64705882352941,3.43137254901961E-07,1.16666666666667E-05,0,215231,1,27,0,0,0,0,0,11.7,2053,-2,0,56,2,0.1,0,0.3,8,0,4,0,1,1.9,112519,0,0,0,1,1647,129,0,0,323,Crystal Palace,West Ham,Arsenal,Tottenham,,0,1.7,3.1,1,62.8
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.16279069767442E-07,2.32558139534884E-07,0,4340,1,0,0,0,0,0,0,0.2,16,-2,0,1,2,0,0,0,0,0,0,0,0,0,3721,0,0,0,0,17,1,0,0,1,Man City,Chelsea,Bournemouth,Southampton,Stoke,0,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4900000,1,1,0.0294117647058824,6.00240096038415E-09,2.04081632653061E-07,0,1374,0,0,0,0,0,0,0,0.2,28,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,921,0,0,0,0,14,92,0,0,4,Newcastle,Huddersfield,Southampton,West Ham,,0,0,0,0,0.7
Manolo,Gabbiadini,FWD,SOU,6200000,1,58,2.1,3.38709677419355E-07,9.35483870967742E-06,0,501591,2,17,0,0,0,4,0,9.4,611,-8,0,58,8,0.1,0,0.5,7,0,4,0,0,1.3,266208,0,0,0,1,1045,99,0,0,173,Bournemouth,Everton,Swansea,Man City,,0,2,2.9,1.5,48.7
Ali,Gabr,DEF,WBA,4200000,0,0,0,0,0,0,4454,0,0,0,0,0,0,0,0,135,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,6626,0,0,0,0,0,44,0,0,0,Liverpool,Newcastle,Tottenham,Crystal Palace,,0,0,0,0,0
,Gabriel,DEF,ARS,5000000,0,0,0,0,0,0,2341,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,2,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,0
,Gamez,DEF,NEW,3900000,0,9,4.5,1.15384615384615E-06,2.30769230769231E-06,0,233012,0,0,0,0,0,0,0,2.3,1566,-1,0,9,1,0,0,0,2,0,1,0,0,1.5,204130,0,0,0,0,97,418,0,0,38,Everton,West Brom,Watford,Tottenham,Chelsea,0,0,0,0,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,60,0,0,0,Newcastle,Huddersfield,Southampton,West Ham,,0,0,0,0,0
Dwight,Gayle,FWD,NEW,6100000,2,81,2.7,4.42622950819672E-07,1.32786885245902E-05,0,209144,3,27,0,0,0,5,0,13.3,2293,-4,0,81,4,0.3,0,1.7,7,0,6,0,3,1.1,148049,0,0,0,2,1643,2444,0,0,240,Everton,West Brom,Watford,Tottenham,Chelsea,2,3,4,2.1,122.4
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.264705882352941,6.30252100840336E-08,2.14285714285714E-06,0,5679,0,0,0,3,0,0,0,2.1,70,-3,0,9,3,0,0,0,2,0,1,0,0,0.1,6954,0,0,0,0,90,31,0,0,26,Watford,West Brom,Newcastle,Leicester,,0,0.1,0.2,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,6,72,2.5,5E-07,1.44E-05,0,47012,2,40,0,0,0,0,0,14.4,337,0,0,72,0,0.6,0,3,1,0,6,0,2,0.4,52600,0,0,0,0,2481,734,0,0,420,Liverpool,Newcastle,Tottenham,Crystal Palace,,2.7,1.5,2.6,3,92.4
Olivier,Giroud,FWD,CHE,8200000,14,63,2.5,3.04878048780488E-07,7.68292682926829E-06,0,209016,0,8,0,0,0,6,0,7.7,3089,-3,0,63,3,0.5,0,4,7,0,3,0,1,1.5,168796,0,0,0,2,695,9064,0,0,233,Swansea,Liverpool,Huddersfield,Newcastle,,0,1.8,4.8,1.9,108.5
Connor,Goldson,DEF,BHA,3900000,0,5,0.147058823529412,3.77073906485671E-08,1.28205128205128E-06,0,131816,1,4,0,0,0,0,0,1.3,5430,-1,0,5,1,0,0,0,0,0,1,0,0,2.8,249928,0,0,0,0,180,2157,0,0,33,Burnley,Man Utd,Man City,Liverpool,,0,0.1,0.2,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6E-07,1.37777777777778E-05,0,168278,0,39,0,61,0,0,0,13.8,1099,0,0,62,0,0,0,0,4,0,5,0,0,1.3,135592,0,0,0,0,2038,853,0,0,386,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.9,2.1,2.5,1.8,45.1
Joseph,Gomez,DEF,LIV,4500000,0,76,2.23529411764706,4.96732026143791E-07,1.68888888888889E-05,0,637681,3,20,0,0,0,0,0,16.9,5007,0,0,76,0,0,0,0,6,0,8,0,2,2.4,691854,0,0,0,2,1721,1082,0,0,435,West Brom,Stoke,Chelsea,Brighton,,1.4,2.4,1.6,2.5,68.1
Dan,Gosling,MID,BOU,4800000,3,55,2.2,4.58333333333333E-07,1.14583333333333E-05,0,11022,8,39,0,0,0,2,0,11.5,601,-2,0,55,2,0.3,0,1.5,4,0,1,0,1,0.1,11990,0,0,0,0,1827,59,0,0,244,Southampton,Swansea,Burnley,,,0,1.5,1.9,1.5,88.6
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,Everton,West Brom,Watford,Tottenham,Chelsea,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,4138,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0,0
Lee,Grant,GLK,STK,4200000,0,5,0.147058823529412,3.50140056022409E-08,1.19047619047619E-06,0,29546,0,7,0,8,0,0,0,1.2,151,-3,0,5,3,0,0,0,0,0,0,0,0,0.2,9904,0,0,0,0,270,47,0,0,44,Burnley,Liverpool,Crystal Palace,Swansea,,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,67,2.5,3.96825396825397E-07,1.06349206349206E-05,0,310178,1,26,0,0,0,4,0,10.6,698,-2,0,67,2,0,0,0.3,3,0,5,0,3,1.3,256177,0,0,0,0,1262,565,0,0,196,Crystal Palace,Tottenham,Newcastle,Man Utd,,2.6,1.5,2.6,1.5,90.7
Demarai,Gray,MID,LEI,5300000,5,71,2.3,4.33962264150943E-07,1.33962264150943E-05,0,147007,2,25,0,0,0,3,0,13.4,1260,-2,0,71,2,0.5,0,2.5,2,0,4,0,2,0.6,134309,0,0,0,0,1486,198,0,0,287,Crystal Palace,West Ham,Arsenal,Tottenham,,0,1.4,4.3,1.2,101.1
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,6423,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13570,0,0,0,0,0,36,0,0,0,Everton,Man City,Chelsea,Arsenal,,0,0,0,0,0
Pascal,Gro?,MID,BHA,6000000,12,151,4.4,7.33333333333333E-07,2.51666666666667E-05,0,1725045,1,42,0,0,0,6,0,25.2,72155,5,0,151,-5,0.7,0,4,24,0,8,0,8,15.7,2503252,0,0,0,3,2650,9968,0,0,582,Burnley,Man Utd,Man City,Liverpool,,0,4,7.2,2.8,233.1
Marko,Grujic,MID,LIV,4200000,0,3,1,2.38095238095238E-07,7.14285714285714E-07,0,52900,0,0,0,0,0,0,0,0.7,169,-3,0,3,3,0,0,0,0,0,0,0,0,0.4,52097,0,0,0,0,14,3,0,0,9,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,13,108,3.5,7E-07,2.16E-05,0,129130,2,26,0,0,0,2,0,21.6,1855,0,0,108,0,0.7,0,3.3,7,0,9,0,9,1.7,216013,0,0,0,1,2484,22377,0,0,423,Stoke,Brighton,Arsenal,Bournemouth,,3.1,3.6,2.6,3.7,187.8
Idrissa,Gueye,MID,EVE,4800000,6,65,2.2,4.58333333333333E-07,1.35416666666667E-05,0,68276,5,41,0,0,0,1,0,13.5,185,-2,0,65,2,0.5,0,2.3,2,0,7,0,1,0.8,35430,0,0,0,0,2389,1480,0,1,467,Newcastle,Huddersfield,Southampton,West Ham,,2,1.3,1.8,1.2,85.6
Ilkay,Gundogan,MID,MCI,5400000,10,71,2.15151515151515,3.98428731762065E-07,1.31481481481481E-05,0,124878,3,13,0,0,0,4,0,13.1,2247,-1,-1,71,1,1.2,0,6.3,9,0,4,0,2,1.9,198574,0,0,0,2,1150,51194,1,0,315,Swansea,West Ham,Huddersfield,Brighton,Southampton,1.8,1.4,3.8,1.5,99.9
Florent,Hadergjonaj,DEF,HUD,4500000,6,41,2.2,4.88888888888889E-07,9.11111111111111E-06,0,6123,3,25,0,0,0,0,0,9.1,465,0,0,41,0,0.6,0,2.7,5,0,3,0,1,0.1,10177,0,0,0,0,1372,60,0,0,229,Everton,Man City,Chelsea,Arsenal,,0,1.9,2.6,2.5,63.2
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,117705,0,0,0,0,0,0,0,0,2211,-1,0,0,1,0,0,0,0,0,0,0,0,1.9,137730,0,0,0,0,0,1936,0,0,0,Everton,West Brom,Watford,Tottenham,Chelsea,0,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,3,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Ben,Hamer,GLK,LEI,4300000,7,7,0.205882352941176,4.78796169630643E-08,1.62790697674419E-06,0,2329,0,0,0,2,0,0,0,1.6,73,-2,0,7,2,0.4,0,1.8,0,0,1,0,0,0.1,1156,0,0,0,0,94,189,0,0,27,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0.1,0.2,0.1,1.5
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,86688,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5848,0,0,0,0,0,8,0,0,0,Everton,West Brom,Watford,Tottenham,Chelsea,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0294117647058824,6.5359477124183E-09,2.22222222222222E-07,0,2243,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,20,7,0,0,6,Liverpool,Newcastle,Tottenham,Crystal Palace,,0,0,0,0,2.7
Joe,Hart,GLK,WHU,4200000,3,58,3.2,7.61904761904762E-07,1.38095238095238E-05,0,528570,0,35,0,50,0,0,0,13.8,2809,-3,0,58,3,1,0,4,3,0,4,0,1,5.8,189981,0,0,1,1,1620,8625,0,0,323,Arsenal,Man City,Leicester,Man Utd,Everton,2.2,3.1,5.9,3.3,36.8
Jakob,Haugaard,GLK,STK,4000000,0,0,0,0,0,0,2952,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5923,0,0,0,0,0,46,0,0,0,Burnley,Liverpool,Crystal Palace,Swansea,,0,0,0,0,0
Isaac,Hayden,MID,NEW,4400000,0,40,1.21212121212121,2.75482093663912E-07,9.09090909090909E-06,0,28538,7,25,0,0,0,1,0,9.1,90,-1,0,40,1,0.2,0,0.7,0,0,3,0,0,0.2,25988,0,0,0,0,1347,28,0,0,170,Everton,West Brom,Watford,Tottenham,Chelsea,0.6,0.8,1.2,0.6,57.8
Eden,Hazard,MID,CHE,10500000,8,161,5.4,5.14285714285714E-07,1.53333333333333E-05,0,1333195,2,24,0,0,0,12,0,15.2,63247,0,1,161,0,0.3,0,3,24,0,10,0,5,6,1512149,0,0,0,5,2140,3262,-1,0,645,Swansea,Liverpool,Huddersfield,Newcastle,,0,5.8,13.4,5.8,291.8
Tom,Heaton,GLK,BUR,4700000,0,8,0.235294117647059,5.00625782227785E-08,1.70212765957447E-06,0,366039,0,4,0,8,0,0,0,1.7,279,-3,0,8,3,0,0,0,0,0,0,0,0,1.8,20121,0,0,0,0,305,201,0,0,48,Stoke,Brighton,Arsenal,Bournemouth,,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0294117647058824,7.00280112044818E-09,2.38095238095238E-07,0,9154,1,1,0,0,0,0,0,0.2,18,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2748,0,0,0,0,32,7,0,0,1,Everton,Man City,Chelsea,Arsenal,,0,0,0,0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,7,98,2.9,6.30434782608696E-07,2.1304347826087E-05,0,1519466,3,51,0,0,0,2,0,21.3,13537,1,0,98,-1,0.7,0,3.3,8,0,8,0,0,18.2,1957793,0,0,0,1,3026,8879,0,0,567,Liverpool,Newcastle,Tottenham,Crystal Palace,,3.3,1.9,3.2,3.5,116
Tomer,Hemed,FWD,BHA,4600000,0,43,2.7,5.8695652173913E-07,9.34782608695652E-06,0,281073,0,8,0,0,0,2,0,9.1,2037,-4,1,43,4,0,0,0,5,0,3,0,2,1,303232,0,0,0,0,842,373,-1,0,110,Burnley,Man Utd,Man City,Liverpool,,0,2,4.6,1.5,44.2
Jordan,Henderson,MID,LIV,5300000,3,66,1.94117647058824,3.66259711431743E-07,1.24528301886792E-05,0,166538,1,19,0,0,0,1,0,12.5,311,-2,0,66,2,0.5,0,2.7,3,0,12,0,1,1.1,128216,0,0,0,0,1868,879,0,0,330,West Brom,Stoke,Chelsea,Brighton,,1.2,1.5,1,1.6,88.7
Jeff,Hendrick,MID,BUR,5400000,1,79,2.6,4.81481481481482E-07,1.46296296296296E-05,0,25416,1,21,0,0,0,2,0,14.6,345,-1,0,79,1,0.1,0,0.8,1,0,9,0,2,0.2,26102,0,0,0,0,2126,181,0,0,271,Stoke,Brighton,Arsenal,Bournemouth,,1.9,2.3,1.6,2.4,86.7
