FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Olivier,Giroud,FWD,ARS,8200000,1,26,1.73333333333333,2.11382113821138E-07,3.17073170731707E-06,0,98326,0,3,0,0,0,3,0,3.2,7301,-3,0,26,3,0.4,0,3,2,0,0,0,0,1.2,44700,0,0,0,1,235,1945,0,0,99,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.9,0.9,1.7,1.5,0.9,0.9,1,0.9,1.9,0.9,2,0.9,1.3,0.9,1.2,0.9,1.9,1.4,0.9,1.9,0.9,1.4,0.9,35.5
Connor,Goldson,DEF,BHA,3900000,0,0,0,0,0,0,34326,0,0,0,0,0,0,0,0,1519,-1,0,0,1,0,0,0,0,0,0,0,0,1,35807,0,0,0,0,0,2141,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,4500000,2,48,3.2,7.11111111111111E-07,1.06666666666667E-05,0,70740,0,23,0,37,0,0,0,10.7,2573,0,0,48,0,1,0,4.3,4,0,5,0,0,2.3,94896,0,0,0,0,1318,8477,0,0,270,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,3.6,4.3,4,3.9,2.6,2.4,2.9,2.7,2.9,3.5,2.6,3.8,2.5,3.3,2.6,3.1,2.6,2.8,3.5,4.2,3.5,2.9,2.5,27.7
Joseph,Gomez,DEF,LIV,4600000,0,44,4,8.69565217391304E-07,9.56521739130435E-06,0,156837,2,10,0,0,0,0,0,9.6,22988,1,0,44,-1,0.4,0,2,5,0,5,0,1,4.8,352414,0,0,0,2,901,16327,0,0,240,Everton,West Brom,Bournemouth,Arsenal,Swansea,4.6,5.5,3.5,2.8,4.4,4.7,3.9,3.8,3.6,3.9,5.2,4,6,5,2.6,4.9,4.5,2.4,4.7,4,4.9,4,5.5,38.3
Dan,Gosling,MID,BOU,4800000,0,11,0.733333333333333,1.52777777777778E-07,2.29166666666667E-06,0,3497,0,8,0,0,0,0,0,2.3,76,-2,0,11,2,0.1,0,0.5,0,0,0,0,0,0.1,1323,0,0,0,0,367,32,0,0,49,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,3756,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,1,0,0,0,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4300000,0,5,0.333333333333333,7.75193798449612E-08,1.16279069767442E-06,0,21059,0,7,0,8,0,0,0,1.2,2533,-2,0,5,2,0.3,0,1.3,0,0,0,0,0,0.3,7232,0,0,0,0,270,212,0,0,44,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,6.3
Andre,Gray,FWD,WAT,6300000,1,43,2.9,4.6031746031746E-07,6.82539682539683E-06,0,150989,1,13,0,0,0,2,0,6.8,16243,-2,0,43,2,0.6,0,3.5,2,0,5,0,3,2.4,159329,0,0,0,0,893,13436,0,0,118,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,2.7,3.1,3.1,3,2.5,2.1,2.9,2.2,2.8,3.6,1.5,2.9,3.1,2.8,2,2.5,2.4,2.1,2.7,2.9,2.5,2.7,2.1,57
Demarai,Gray,MID,LEI,5300000,8,37,2.46666666666667,4.65408805031447E-07,6.9811320754717E-06,0,57614,1,10,0,0,0,2,0,7,2631,-2,0,37,2,0.6,0,3,2,0,3,0,1,1.1,73601,0,0,0,0,674,11664,0,0,130,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,1.7,1.7,2.5,2,1.8,1.2,2.9,1.6,1.6,1.8,2.6,1.2,2,2.4,1.6,2.5,1.4,2.5,1.6,2,1.6,2.7,1.4,38.8
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,2517,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8152,0,0,0,0,0,306,0,0,0,Brighton,Chelsea,Watford,Southampton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal,Gro?,MID,BHA,6000000,2,78,5.2,8.66666666666667E-07,1.3E-05,0,514114,1,19,0,0,0,3,0,13,64510,5,0,78,-5,0.8,0,5,14,0,5,0,5,21.3,1536071,0,0,0,1,1261,54274,0,0,297,Huddersfield,Tottenham,Burnley,Watford,Chelsea,5.3,4.9,6.1,4.9,5.4,5.8,6.8,5.5,5.5,5.7,7.3,5.4,7.1,6.9,6,4.1,6.5,7.7,5.4,5.9,5.5,6,4,97.9
Marko,Grujic,MID,LIV,4300000,1,3,0.2,4.65116279069767E-08,6.97674418604651E-07,0,32043,0,0,0,0,0,0,0,0.7,2291,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.7,44233,0,0,0,0,14,409,0,0,9,Everton,West Brom,Bournemouth,Arsenal,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,38,2.7,5.4E-07,7.6E-06,0,6280,1,9,0,0,0,0,0,7.6,830,0,0,38,0,0.6,0,3,0,0,4,0,4,0.2,11932,0,0,0,0,974,1963,0,0,155,Watford,Stoke,Brighton,Tottenham,Man Utd,1.7,2.2,1.8,2.1,1.4,2,2,2,2.2,2.2,1.4,2.8,2.2,3.3,2.1,1.9,2,2.2,2.4,2,2.1,1.5,2.6,56.3
Idrissa,Gueye,MID,EVE,4800000,3,28,1.9,3.95833333333333E-07,5.83333333333333E-06,0,51530,3,24,0,0,0,0,0,5.8,1096,-2,0,28,2,0.5,0,2.5,0,0,4,0,0,0.9,23461,0,0,0,0,1279,479,0,1,218,Liverpool,Newcastle,Swansea,Chelsea,West Brom,1,1,1.9,1.3,1,1,1.5,1,1.7,1.6,1,1.8,1,1,1.4,1,1,1.3,1.3,1.8,1,1.4,1,41.2
Ilkay,Gundogan,MID,MCI,5300000,0,10,0.666666666666667,1.25786163522013E-07,1.88679245283019E-06,0,25716,0,2,0,0,0,0,0,1.9,840,-2,1,10,2,0.2,0,1,0,0,0,0,0,0.2,15353,0,0,0,0,168,343,-1,0,45,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.8
Florent,Hadergjonaj,DEF,HUD,4500000,0,9,0.6,1.33333333333333E-07,2E-06,0,878,1,10,0,0,0,0,0,2,94,0,0,9,0,-0.1,0,-0.3,2,0,1,0,0,0,1392,0,0,0,0,292,51,0,0,65,Brighton,Chelsea,Watford,Southampton,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.8,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.1
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,65565,0,0,0,0,0,0,0,0,2936,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,58993,0,0,0,0,0,5895,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,18,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hamer,GLK,LEI,4400000,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,67,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,509,0,0,0,0,0,23,0,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,77312,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5618,0,0,0,0,0,15,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2010,0,0,0,0,0,0,0,0.2,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,20,2,0,0,6,Swansea,Liverpool,Man Utd,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Joe,Hart,GLK,WHU,4400000,0,45,3.2,7.27272727272727E-07,1.02272727272727E-05,0,364886,0,30,0,39,0,0,0,10.2,15206,-1,0,45,1,0.5,0,2.3,3,0,3,0,1,7.3,125117,0,0,1,1,1260,1983,0,0,261,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,3.4,4,2.6,3.7,2.4,0,6.7,2.7,3.4,4.8,3,3.6,2.2,2.4,3.7,3.8,3.6,2.8,3.7,1.9,2.8,2,3.4,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,0,0,0,398,0,0,0,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4500000,1,26,1.9,4.22222222222222E-07,5.77777777777778E-06,0,21357,5,15,0,0,0,1,0,5.8,696,0,0,26,0,0.2,0,1,0,0,2,0,0,0.3,23216,0,0,0,0,911,281,0,0,117,Leicester,Everton,Arsenal,West Ham,Man City,1.5,2.1,1,1.1,1,1.3,1,1.7,1,1.4,1,1.3,1.2,1,1.3,1,2,1,1.7,1.2,1.6,1.2,1.1,42.4
Eden,Hazard,MID,CHE,10900000,15,68,5.7,5.22935779816514E-07,6.23853211009174E-06,0,240113,1,7,0,0,0,5,0,6.3,5242,4,-2,68,-4,1,0,10.5,12,0,3,0,3,14.6,888244,0,0,0,3,717,252448,2,0,231,West Ham,Huddersfield,Southampton,Everton,Brighton,6.8,6.6,6.4,7,6.3,6.4,5.4,6.9,6.2,7.2,7.1,7.2,4.6,5.2,7.4,6.7,6.3,7.9,6.9,8.3,7.8,6,7.1,100.7
Tom,Heaton,GLK,BUR,4800000,0,8,0.533333333333333,1.11111111111111E-07,1.66666666666667E-06,0,340124,0,4,0,8,0,0,0,1.7,3738,-2,0,8,2,0,0,0,0,0,0,0,0,1.9,18217,0,0,0,0,305,38,0,0,48,Watford,Stoke,Brighton,Tottenham,Man Utd,0,0,0,0,0,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0666666666666667,1.58730158730159E-08,2.38095238095238E-07,0,8092,0,0,0,0,0,0,0,0.2,97,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2159,0,0,0,0,1,18,0,0,4,Brighton,Chelsea,Watford,Southampton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4500000,7,47,3.1,6.88888888888889E-07,1.04444444444444E-05,0,865983,3,20,0,0,0,1,0,10.4,16799,0,0,47,0,0.6,0,2.5,6,0,4,0,0,18.4,1327932,0,0,0,1,1316,34223,0,0,253,Swansea,Liverpool,Man Utd,Stoke,Everton,2.5,2.3,3.5,2.7,3.1,3.7,3,3.8,1.7,2.2,3.3,2.8,4.4,3.6,3.1,2.5,3.4,3,1.8,3.5,2.5,3.5,3.6,54.2
Tomer,Hemed,FWD,BHA,4800000,0,29,3.2,6.66666666666667E-07,6.04166666666667E-06,0,193808,0,3,0,0,0,2,0,5.9,6721,-2,1,29,2,0.1,0,0.5,5,0,2,0,1,1.3,232227,0,0,0,0,467,2593,-1,0,85,Huddersfield,Tottenham,Burnley,Watford,Chelsea,2.6,2.4,3.1,2.8,2.3,3,3.5,3,2.4,3,4,3.7,3.1,3.4,2.8,2.8,3.5,4.1,3.1,3.1,2.7,3.5,2.4,23.9
Jordan,Henderson,MID,LIV,5500000,2,40,3.1,5.63636363636364E-07,7.27272727272727E-06,0,129426,1,17,0,0,0,1,0,7.3,4466,0,0,40,0,0.4,0,2,3,0,5,0,1,1.6,118382,0,0,0,0,1080,1920,0,0,194,Everton,West Brom,Bournemouth,Arsenal,Swansea,4.2,3.4,2.6,1.6,3.7,3.3,2.2,2,3,2.1,2.9,2.3,3.8,3.6,1.6,2.4,2.2,2.5,3.5,2.2,3,2.2,2.9,54.3
Jeff,Hendrick,MID,BUR,5400000,2,42,2.8,5.18518518518518E-07,7.77777777777778E-06,0,13268,0,8,0,0,0,2,0,7.8,1182,-1,0,42,1,0.6,0,3,1,0,5,0,1,0.3,18718,0,0,0,0,953,1388,0,0,135,Watford,Stoke,Brighton,Tottenham,Man Utd,1.8,2.3,1.9,2.3,1.4,2.1,2.1,2.1,2.3,2.3,1.5,2.9,2.3,3.5,2.2,2,2.2,2.4,2.6,2.1,2.3,1.6,2.7,51.9
Wayne,Hennessey,GLK,CRY,4300000,0,30,3.3,7.67441860465116E-07,6.97674418604651E-06,0,62187,0,18,0,33,0,0,0,7,4382,-2,0,30,2,0.7,0,2.8,5,0,1,0,0,1.1,36344,0,0,0,0,810,1781,0,0,164,Bournemouth,Watford,Leicester,Swansea,Arsenal,3.5,3.7,2.3,2.7,4.1,2.8,3,3.8,2.1,3.2,3.8,1.8,3.9,3.9,3,2.9,3.9,2.6,4.2,3.8,3.5,2.9,4.2,23.8
Dion,Henry,GLK,CRY,4000000,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3049,0,0,0,0,0,183,0,0,0,Bournemouth,Watford,Leicester,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,5100000,0,19,1.26666666666667,2.48366013071895E-07,3.72549019607843E-06,0,183542,3,7,0,0,0,0,0,3.7,1890,-4,0,19,4,0.3,0,1.3,0,0,2,0,1,1.3,23240,0,0,0,0,556,673,0,0,90,Man City,Bournemouth,West Brom,Leicester,Burnley,0.6,0.9,0.6,0.6,0.8,0.8,0.6,0.8,0.6,0.6,1.2,0.6,0.6,0.6,0.7,0.6,1,0.6,0.9,0.6,1,0.6,0.6,28.6
Wesley,Hoedt,DEF,SOU,5000000,2,17,1.13333333333333,2.26666666666667E-07,3.4E-06,0,3664,1,11,0,0,0,0,0,3.4,104,0,0,17,0,0.3,0,1.5,1,0,1,0,0,0,4862,0,0,0,0,720,177,0,0,139,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0.7,0.6,0.6,1,0.6,0.6,1.6,0.9,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,26.4
Jonathan,Hogg,MID,HUD,4400000,0,16,1.06666666666667,2.42424242424242E-07,3.63636363636364E-06,0,23412,2,14,0,0,0,0,0,3.6,1286,-1,0,16,1,0.2,0,0.8,0,0,2,0,0,0.4,38829,0,0,0,0,645,274,0,0,117,Brighton,Chelsea,Watford,Southampton,Stoke,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.8,0.5,0.5,0.5,0.7,0.5,0.5,0.8,0.7,0.5,0.5,0.5,0.5,1,0.5,0.7,14.1
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,5,0.333333333333333,7.75193798449612E-08,1.16279069767442E-06,0,20321,0,2,0,0,0,0,0,1.2,1247,-2,0,5,2,0.2,0,1,0,0,0,0,0,0.4,20773,0,0,0,0,159,1600,0,0,39,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.7
Rob,Holding,DEF,ARS,4500000,0,8,0.533333333333333,1.18518518518519E-07,1.77777777777778E-06,0,94833,1,8,0,0,0,0,0,1.8,772,-5,0,8,5,0,0,0,0,0,1,0,0,0.6,15043,0,0,0,0,263,228,0,0,68,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.7
Jose,Holebas,DEF,WAT,4900000,0,30,2.7,5.51020408163265E-07,6.12244897959184E-06,0,48011,3,21,0,0,0,0,0,6.1,2219,-1,1,30,1,0.1,0,0.3,3,0,2,0,3,0.5,42106,0,0,0,0,904,558,-1,0,169,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,2.8,3.7,3.1,3,1.9,1.8,2.2,2.1,2.2,2.7,1.9,2.9,1.9,2.6,2,2.4,2,2.2,2.8,3.5,2.7,2.2,1.9,53.6
Mason,Holgate,DEF,EVE,4200000,6,19,1.26666666666667,3.01587301587302E-07,4.52380952380952E-06,0,79821,0,5,0,0,0,0,0,4.5,1894,-3,0,19,3,0.7,0,3,0,0,2,0,0,0.9,56436,0,0,0,0,540,11255,0,0,89,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.6,0.6,0.8,0.8,0.6,0.6,0.9,0.6,1.1,0.8,0.6,1.9,0.8,0.6,1.1,0.6,0.6,1,0.6,0.9,0.6,0.9,0.6,24.1
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,16659,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1016,0,0,0,0,0,18,0,0,0,Brighton,Chelsea,Watford,Southampton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Hughes,MID,WAT,4600000,0,26,1.73333333333333,3.76811594202899E-07,5.65217391304348E-06,0,41892,0,6,0,0,0,2,0,5.7,12651,-4,0,26,4,1.3,0,5.8,3,0,2,0,1,0.7,62948,0,0,0,1,323,1180,0,0,89,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0,0,0,0,0,1.1,0.9,0.9,1.1,1.1,0.9,1.2,1.4,1,0.9,0.9,1,0.9,1.1,1.1,1,1.1,0.9,30.3
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0666666666666667,1.70940170940171E-08,2.56410256410256E-07,0,277168,0,1,0,0,0,0,0,0.3,9019,-1,0,1,1,0,0,0,0,0,0,0,0,7,277279,0,0,0,0,17,6706,0,0,5,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0,0,0,0,4412,0,0,0,0,0,0,0,0,82,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,1104,0,0,0,0,0,31,-1,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4900000,1,29,2.1,4.28571428571429E-07,5.91836734693878E-06,0,36051,1,7,0,0,0,0,0,5.9,1219,-1,0,29,1,0.5,0,2.3,0,0,2,0,3,0.4,30023,0,0,0,0,731,240,0,0,113,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,1.3,1,1.3,1,2,2.3,1.2,1.8,1.4,1.3,1.5,1.3,1.9,1.2,1.4,1.8,1.5,1.8,1,1.5,1.4,1.9,1.3,52.2
Vicente,Iborra,MID,LEI,5800000,3,26,2.9,5E-07,4.48275862068966E-06,0,8427,0,7,0,0,0,1,0,4.5,324,-2,0,26,2,0.4,0,2.3,2,0,2,0,0,0.1,3208,0,0,0,0,732,282,0,0,149,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,2.3,2.2,3.1,2.6,2.3,1.4,3.6,2.1,2,2.3,3.3,1.4,2.6,3.1,2.1,3.2,1.9,3.2,2.1,2.6,2.1,3.4,1.8,32
Zlatan,Ibrahimovic,FWD,MUN,9800000,0,3,0.2,2.04081632653061E-08,3.06122448979592E-07,0,22338,0,0,0,0,0,0,0,0.3,4880,-2,1,3,2,0.1,0,0.8,0,0,0,0,0,0.3,29300,0,0,0,0,43,1322,-1,0,8,Man City,Bournemouth,West Brom,Leicester,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.8
Kelechi,Iheanacho,FWD,LEI,6500000,0,10,0.666666666666667,1.02564102564103E-07,1.53846153846154E-06,0,132316,1,5,0,0,0,0,0,1.5,863,-5,1,10,5,0,0,0.3,0,0,0,0,0,0.6,12250,0,0,0,0,254,208,-1,0,25,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,10.1
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,7940,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0.1,955,0,0,0,0,0,4,0,0,0,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Ince,MID,HUD,5600000,2,36,2.6,4.64285714285714E-07,6.42857142857143E-06,0,80657,0,20,0,0,0,0,0,6.4,1356,-4,0,36,4,0.3,0,1.5,0,0,5,0,1,0.5,26900,0,0,0,0,1251,439,0,0,128,Brighton,Chelsea,Watford,Southampton,Stoke,2.4,2.2,1.6,1.5,2.4,2.5,1.3,3.1,1.4,2.2,1.3,2.8,1.4,1.3,3,2.9,1.6,1.3,1.9,1.4,3.5,1.3,2.9,61.4
Danny,Ings,FWD,LIV,5400000,0,0,0,0,0,0,4592,0,0,0,0,0,0,0,0,145,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2363,0,0,0,0,0,92,0,0,0,Everton,West Brom,Bournemouth,Arsenal,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Iwobi,MID,ARS,5100000,2,23,1.53333333333333,3.00653594771242E-07,4.50980392156863E-06,0,162546,0,6,0,0,0,1,0,4.5,1463,-4,0,23,4,0.3,0,1.5,1,0,3,0,0,0.6,45620,0,0,0,0,474,1075,0,0,116,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.8,0.8,1.3,1,0.8,0.8,0.9,0.8,1.3,0.8,1.7,0.8,0.8,0.8,0.8,0.8,1.1,1.1,0.8,1.5,0.8,1.1,0.8,52.7
,Izquierdo,MID,BHA,5900000,1,30,2,3.38983050847458E-07,5.08474576271186E-06,0,3764,1,8,0,0,0,2,0,5.1,314,-1,0,30,1,0.5,0,3,1,0,3,0,0,0.1,5418,0,0,0,0,513,150,0,0,91,Huddersfield,Tottenham,Burnley,Watford,Chelsea,1.2,1,1.4,1,1.2,1.3,1.7,1.2,1.2,1.3,1.9,1.2,1.8,1.7,1.4,1,1.6,2.1,1.2,1.3,1.2,1.4,1,33.8
Phil,Jagielka,DEF,EVE,4800000,0,15,1.5,3.125E-07,3.125E-06,0,307812,0,23,0,0,0,0,0,3.1,5592,-2,0,15,2,0.1,0,0.3,1,0,1,0,0,2.7,87677,0,0,0,0,892,551,0,0,163,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.8,0.8,1,1.1,0.8,0.8,1.2,0.8,1.4,1.1,0.8,2.2,1.1,0.8,1.4,0.8,0.8,1.3,0.8,1.2,0.8,1.1,0.8,27.4
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0,0,0,0,7802,0,0,0,0,0,0,0,0,173,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,765,0,0,0,0,0,34,0,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,0,8,0.533333333333333,1.21212121212121E-07,1.81818181818182E-06,0,23870,1,6,0,0,0,0,0,1.8,311,-1,0,8,1,0,0,0,0,0,1,0,0,0.2,16508,0,0,0,0,338,20,0,0,35,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.3
Daryl,Janmaat,DEF,WAT,4800000,0,7,0.466666666666667,9.72222222222222E-08,1.45833333333333E-06,0,14278,0,6,0,0,0,1,0,1.5,244,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,5059,0,0,0,0,135,133,0,0,34,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,9.4
