FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Kyle,Walker-Peters,DEF,TOT,4200000,1,7,0.333333333333333,7.93650793650794E-08,1.66666666666667E-06,0,92168,0,0,0,0,0,0,0,1.6,6012,-3,1,7,3,0.1,0,0.3,0,0,1,0,0,1.1,85990,0,0,0,0,98,2336,-1,0,33,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jonathan,Walters,MID,BUR,5200000,0,2,0.0952380952380952,1.83150183150183E-08,3.84615384615385E-07,0,27290,0,1,0,0,0,0,0,0.4,1541,-3,1,2,3,0,0,0,0,0,0,0,0,0.1,1346,0,0,0,0,27,14,-1,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Victor,Wanyama,MID,TOT,4900000,0,3,0.142857142857143,2.91545189504373E-08,6.12244897959184E-07,0,35272,0,2,0,0,0,0,0,0.6,1978,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,4164,0,0,0,0,98,47,0,0,14,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.2
Danny,Ward,GLK,LIV,4500000,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,55,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4800000,0,4,0.7,1.45833333333333E-07,8.33333333333333E-07,0,16994,2,12,0,0,0,0,0,0.8,1349,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.3,1793,1,0,0,0,540,254,0,0,79,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,21.3
Stephen,Ward,DEF,BUR,4600000,12,41,5.9,1.28260869565217E-06,8.91304347826087E-06,0,104913,0,5,0,0,0,1,0,9.1,16439,1,-1,41,-1,1.6,0,7.3,7,0,3,0,1,10.4,455380,0,0,0,1,630,228383,1,0,161,West Ham,Man City,Newcastle,Southampton,Swansea,8.9,6.4,7.7,8.9,5.7,8.9,7.3,6.2,6.4,8,7.4,6,5.8,8.2,8.3,8.2,5.9,7.3,5.1,8.8,6.6,7.2,6.8,6.1,7.7,8.9,6.6,7.4,8.6,5.2,7.9,32.1
James,Ward-Prowse,MID,SOU,5200000,0,8,0.380952380952381,7.32600732600733E-08,1.53846153846154E-06,0,101996,0,2,0,0,0,0,0,1.5,5168,-3,1,8,3,0.1,0,0.7,0,0,1,0,0,0.7,14725,0,0,0,0,171,487,-1,0,26,Newcastle,West Brom,Brighton,Burnley,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.6
Ben,Watson,MID,WAT,4400000,0,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,6466,0,0,0,0,0,0,0,0.2,1575,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,8843,0,0,0,0,1,2571,0,0,4,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Danny,Welbeck,FWD,ARS,7400000,0,27,5.4,7.2972972972973E-07,3.64864864864865E-06,0,149530,1,8,0,0,0,3,0,3.6,9746,-1,1,27,1,0.1,0,0.7,3,0,2,0,1,1.2,136245,0,0,0,1,400,10226,-1,0,109,Watford,Everton,Swansea,Man City,Tottenham,4.5,3.3,6.5,2.7,5.8,3.2,7.3,7.2,3.7,2.7,8.1,8.1,3.8,2.7,6.2,3.3,8.1,3.8,8.1,3.6,6.6,3,6.8,2.9,8.1,6.7,2.7,8.1,2.7,7.1,2.7,41.1
Nahki,Wells,FWD,BUR,4900000,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,180,-1,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,128,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Westwood,MID,BUR,4400000,0,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,3368,0,0,0,0,0,0,0,0.7,578,-1,1,3,1,0.1,0,0.3,0,0,0,0,0,0.1,2835,0,0,0,0,20,1352,-1,0,10,West Ham,Man City,Newcastle,Southampton,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Glenn,Whelan,MID,STK,4500000,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,8,0,0,0,Man City,Bournemouth,Watford,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Whitehead,MID,HUD,4400000,1,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,3754,0,1,0,0,0,0,0,0.2,469,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,3080,0,0,0,0,8,767,0,0,3,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Connor,Wickham,FWD,CRY,5400000,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,93,-1,0,0,1,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,53,0,0,0,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio,Wijnaldum,MID,LIV,6800000,2,13,2.2,3.23529411764706E-07,1.91176470588235E-06,0,198231,0,9,0,0,0,0,0,1.9,14606,-2,0,13,2,0.2,0,1.3,0,0,2,0,0,3.1,35481,0,0,0,0,487,1407,0,0,59,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,1.5,1.4,2,1.1,1.7,1.8,1.1,1.1,2.9,2.2,1.2,1.1,2.2,2.5,1.2,1.3,2.1,1.1,1.3,1.5,3.1,2.4,1.1,1.3,1.6,1.4,2.8,1.1,2.2,1.4,2.4,19.5
Ashley,Williams,DEF,EVE,5300000,2,13,1.9,3.58490566037736E-07,2.45283018867925E-06,0,124559,2,11,0,0,0,0,0,2.4,13550,-2,1,13,2,0.2,0,1,2,0,1,0,0,2.8,18372,0,0,0,0,555,1010,-1,0,98,Brighton,Arsenal,Leicester,Watford,Crystal Palace,1.2,2.4,1,1.5,2.3,1.7,2.4,1.8,1,1,1.2,1.3,1.2,1,1.2,1.7,2.1,1.4,1,2.7,1.9,1.3,2.4,1,1,2,1.4,1.8,1.3,1.5,1,23.6
Danny,Williams,MID,HUD,4900000,0,4,0.19047619047619,3.88726919339164E-08,8.16326530612245E-07,0,2559,0,1,0,0,0,0,0,0.8,218,-1,0,4,1,0.1,0,0.7,0,0,0,0,0,0,530,0,0,0,0,152,37,0,0,24,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
,Willian,MID,CHE,6900000,1,20,2.9,4.20289855072464E-07,2.89855072463768E-06,0,765190,0,4,0,0,0,0,0,2.9,81362,-1,1,20,1,0.3,0,2.3,1,0,4,0,1,10,406853,0,0,0,0,479,28619,-1,0,84,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,3.6,1.4,3.2,1.4,2.5,1.9,2.3,2.6,2.5,2.9,1.7,3.4,2.5,2.3,2.2,2.6,2.3,3,3.3,2.2,1.7,2.2,2.7,3.1,1.4,3.5,3.5,2,4.3,2.3,2.8,36
Jack,Wilshere,MID,ARS,5400000,0,0,0,0,0,0,2912,0,0,0,0,0,0,0,0,993,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4852,0,0,0,0,0,1733,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,14825,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0.3,14874,0,0,0,0,0,66,0,0,0,Leicester,Southampton,Man City,Huddersfield,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,STK,4400000,2,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,22159,1,5,0,0,0,0,0,0.7,1976,-1,0,3,1,0.2,0,0.7,0,0,0,0,0,0.4,26929,0,0,0,0,270,2115,0,0,28,Man City,Bournemouth,Watford,Leicester,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.7
Harry,Winks,MID,TOT,4800000,3,7,0.333333333333333,6.94444444444444E-08,1.45833333333333E-06,0,3812,0,2,0,0,0,0,0,1.5,557,-2,0,7,2,0.3,0,1.3,0,0,1,0,0,0.1,3528,0,0,0,0,122,2634,0,0,30,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Chris,Wood,FWD,BUR,6600000,2,21,4.2,6.36363636363636E-07,3.18181818181818E-06,0,86711,0,1,0,0,0,2,0,3.2,19430,1,0,21,-1,0.3,0,2,4,0,3,0,0,2.8,207336,0,0,0,0,389,22197,0,0,58,West Ham,Man City,Newcastle,Southampton,Swansea,5.7,4.1,4.5,5.3,3.1,5.9,5,4.5,3.3,5.7,4.7,2.6,3.6,4.4,5.5,5.9,3.7,4.2,3.2,5.4,3.2,5.7,3.7,2.8,4.4,5.9,4.8,5.2,5.6,2.8,5.5,24.4
Ben,Woodburn,MID,LIV,4400000,0,0,0,0,0,0,11635,0,0,0,0,0,0,0,0,1512,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,16179,0,0,0,0,0,1951,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,2534,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8900,0,0,0,0,0,1290,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5500000,3,25,3.6,6.54545454545455E-07,4.54545454545455E-06,0,515391,1,8,0,0,0,0,0,4.5,54677,0,1,25,0,0.5,0,3,2,0,4,0,2,12.2,674818,0,0,0,1,610,37904,-1,0,112,Watford,Everton,Swansea,Man City,Tottenham,1.9,2,4.8,1.8,3.3,1.8,4.4,3.6,2.1,1.8,5.1,4.8,2.2,1.8,4.1,1.8,5.3,3,5.4,1.9,3.3,1.8,3.3,1.8,4.8,4,1.8,5.4,1.8,4.2,1.8,43
Claudio,Yacob,MID,WBA,4400000,0,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,11155,1,1,0,0,0,0,0,0.7,882,-1,1,3,1,0,0,0,0,0,1,0,0,0.2,2901,0,0,0,0,110,558,-1,0,6,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3
,Yaya Toure,MID,MCI,6200000,0,0,0,0,0,0,67330,0,0,0,0,0,0,0,0,2831,-3,0,0,3,0,0,0,0,0,0,0,0,0.9,7489,0,0,0,0,0,642,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Yedlin,DEF,NEW,4400000,2,6,0.285714285714286,6.49350649350649E-08,1.36363636363636E-06,0,9559,0,3,0,0,0,0,0,1.4,778,-1,0,6,1,0.5,0,2,0,0,0,0,0,0.3,5192,0,0,0,0,270,1889,0,0,28,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Maya,Yoshida,DEF,SOU,5000000,8,35,5.8,1.16E-06,7E-06,0,94389,0,5,0,0,0,1,0,7,13292,0,0,35,0,1.2,0,6,4,0,3,0,1,3.5,173866,0,0,0,0,540,52706,0,0,141,Newcastle,West Brom,Brighton,Burnley,Liverpool,6.8,7.3,7.7,5.9,6.8,6.4,6.7,7.5,8.6,5.7,8.7,6.6,8.7,6.1,6.6,8.7,5.1,7.9,8,7.4,8.6,7.2,7.6,8.7,7,5.5,5.2,6.4,7.1,6.9,4.3,24.6
Ashley,Young,MID,MUN,4900000,6,11,0.523809523809524,1.0689990281827E-07,2.24489795918367E-06,0,4839,1,0,0,0,0,0,0,2.2,3272,-1,0,11,1,0.8,0,3.7,0,0,3,0,1,0.3,19337,0,0,0,0,270,13536,0,0,46,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,14
Pablo,Zabaleta,DEF,WHU,4900000,9,21,3,6.12244897959184E-07,4.28571428571429E-06,0,86378,4,13,0,0,0,0,0,4.3,5389,-1,0,21,1,1.1,0,5.3,4,0,3,0,0,2.3,25643,0,0,0,0,630,6827,0,0,124,Burnley,Brighton,Crystal Palace,Liverpool,Watford,1.9,4.5,2.8,4.1,2.9,3.3,1.5,1.5,3,4.5,1.5,3.8,1.5,2.5,4.3,1.9,3.9,4.5,1.8,3.3,1.5,2.1,3.4,2.9,3.4,2,4,1.5,2.5,1.5,3.6,22.7
Wilfried,Zaha,MID,CRY,6700000,0,2,0.0952380952380952,1.42146410803127E-08,2.98507462686567E-07,0,956052,0,3,0,0,0,0,0,0.3,7971,-3,0,2,3,0,0,0,0,0,0,0,0,2.3,9742,0,0,0,0,90,951,0,0,-1,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
,Zanka,DEF,HUD,4600000,0,32,4.6,1E-06,6.95652173913044E-06,0,187874,1,7,0,0,0,0,0,7,32817,1,0,32,-1,0.7,0,3.3,3,0,4,0,1,8.5,438062,0,0,0,1,630,4868,0,0,147,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,6.1,4.4,4.2,6.5,4.8,3.8,3.2,4.3,6.9,4.5,6.9,6.7,6.1,5.1,3.9,6.9,4.9,6.3,3.7,6,5.6,6.6,4.3,6.1,4.8,5.5,5.1,5.9,5.5,4.1,6.9,20.9
Davide,Zappacosta,DEF,CHE,5900000,0,1,0.0476190476190476,8.07102502017756E-09,1.69491525423729E-07,0,8625,0,0,0,0,0,0,0,0.2,1356,-1,1,1,1,0,0,0,0,0,0,0,0,0.1,10493,0,0,0,0,16,318,-1,0,2,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Mauro,Zarate,FWD,WAT,5400000,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,108,-1,0,0,1,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,96,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Zeegelaar,DEF,WAT,4500000,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,45,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr,Zinchenko,MID,MCI,5000000,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,STK,5500000,2,15,2.5,4.54545454545455E-07,2.72727272727273E-06,0,77120,0,7,0,0,0,0,0,2.7,7266,0,0,15,0,0.2,0,1,1,0,1,0,0,2.5,40880,0,0,0,0,540,1096,0,0,104,Man City,Bournemouth,Watford,Leicester,Brighton,1.2,2.8,2.8,2.2,1.9,3,3,1.9,2.5,2,3.5,3.1,2,2.1,2.7,1.2,2.7,2.3,1.5,3.5,1.2,2.6,1.6,2.5,1.2,2,1.3,2.3,1.3,3.6,2.2,19
