FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Martin,Cranie,DEF,HUD,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,0,60,1.57894736842105,3.15789473684211E-07,1.2E-05,0,0,2,35,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,0,5,0,2,0.6,0,0,0,0,0,2115,0,0,1,334,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.8,1.2,2,2.2,0.9,1.1,1.4,1,2.2,1.2,1,0.8,0.9,1.6,0.9,1.2,1.4,1.2,2.2,0.8,0.8,1.2,2,0.8,1.5,2,1,0.8,1.1,1.3,1,1.5,0.9,1.5,1.1,1.2,0.8,1.9,71.2
Peter,Crouch,FWD,STK,5000000,0,79,2.07894736842105,4.15789473684211E-07,1.58E-05,0,0,3,23,0,0,0,7,0,0,0,0,0,79,0,0,0,0,7,0,4,0,3,2.7,0,0,0,0,0,1343,0,0,0,262,Everton,Arsenal,West Brom,Man Utd,Newcastle,1,1.6,1.6,1.6,2.6,1.4,1.8,1.6,1.8,1.6,1.8,2.6,1.5,1.6,2.1,1.4,1.7,1.8,2,2.6,1,3,1.2,3,2,1.4,3,1.4,1.4,2,1.3,1.2,1.8,1.4,2.1,1.2,1.9,1.7,126.8
Charlie,Daniels,DEF,BOU,5000000,0,134,3.52631578947368,7.05263157894737E-07,2.68E-05,0,0,1,53,0,0,0,4,0,0,0,0,0,134,0,0,0,0,14,0,10,0,3,22,0,0,0,0,0,3060,0,0,0,692,West Brom,Watford,Man City,Arsenal,Brighton,3.3,3.7,4.1,3.9,5,4.4,3.3,3.1,4.1,4,4.4,5,3.8,4.4,4.8,4.1,3,3.5,3.4,4.8,5,4.4,4.6,4.2,3.3,4.8,4.4,5,2.6,3.8,4,3,4.8,2.8,3.7,4.1,4.5,3.7,152.9
,Danilo,DEF,MCI,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,Brighton,Everton,Bournemouth,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Dann,DEF,CRY,5000000,0,61,4.41251376936421E-27,8.82502753872842E-34,1.22E-05,0,0,2,36,0,0,0,3,0,0,0,0,0,61,0,0,0,0,4,0,2,0,1,1.4,0,0,0,0,0,1752,0,0,0,310,Huddersfield,Liverpool,Swansea,Burnley,Southampton,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
Karl,Darlow,GLK,NEW,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5500000,0,70,5.06354039107368E-27,9.20643707467943E-34,1.27272727272727E-05,0,0,3,8,0,0,0,0,0,0,0,0,0,70,0,0,0,0,6,0,9,0,0,0.7,0,0,0,0,0,1333,0,0,0,319,West Ham,Swansea,Leicester,Stoke,Everton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4
,David Luiz,DEF,CHE,6000000,0,132,3.47368421052632,5.78947368421053E-07,2.2E-05,0,0,6,26,0,0,0,1,0,0,0,0,0,132,0,0,0,0,10,0,15,0,1,23.6,0,0,0,0,0,2954,0,0,0,675,Burnley,Tottenham,Everton,Leicester,Arsenal,4.3,3,4.9,2.5,4.5,4,4,4.1,3.6,2.1,3.6,3.3,2.7,4.4,4.9,4.1,4.3,4.7,4.3,4.9,4.7,3.9,3.2,4.3,2.7,2.9,4,2.9,3.3,4.7,3.6,3.7,4.7,4,4.9,3.7,3.4,4.3,109.1
,David Silva,MID,MCI,8000000,0,130,3.42105263157895,4.27631578947368E-07,1.625E-05,0,0,6,32,0,0,0,4,0,0,0,0,0,130,0,0,0,0,12,0,12,0,9,4.2,0,0,0,0,0,2760,0,0,0,621,Brighton,Everton,Bournemouth,Liverpool,Watford,4.2,3.5,3.1,2.9,3.4,3.5,2.6,3.7,3.9,2.8,2.6,3,4.2,3.5,2.8,2.4,2.9,2.7,3.8,4.2,2.8,4.1,2.3,4.9,3.5,3.2,3.7,2,3.2,3.1,4.9,2.8,3.1,2,3.6,2.2,4.9,2.8,286.2
Ben,Davies,DEF,TOT,5500000,0,90,2.36842105263158,4.30622009569378E-07,1.63636363636364E-05,0,0,1,13,0,0,0,1,0,0,0,0,0,90,0,0,0,0,5,0,8,0,3,3.4,0,0,0,0,0,1739,0,0,0,443,Newcastle,Chelsea,Burnley,Everton,Swansea,2.9,2.2,2.5,2.9,2.5,2.3,2.9,1.4,1.9,1.6,2.8,2.2,2.3,1.3,1.6,2.8,3.4,1.8,2,2.8,2.8,2.1,3.3,2.3,2,1.5,2.7,2.3,3.4,1.2,3.4,1.8,2.3,2.3,2.9,2,1.8,1.7,105.8
Tom,Davies,MID,EVE,5500000,0,63,4.55718635196631E-27,8.28579336721148E-34,1.14545454545455E-05,0,0,4,17,0,0,0,2,0,0,0,0,0,63,0,0,0,0,0,0,8,0,3,1,0,0,0,0,0,1544,0,0,0,248,Stoke,Man City,Chelsea,Tottenham,Man Utd,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9
Steven,Davis,MID,SOU,5000000,0,77,2.02631578947368,4.05263157894737E-07,1.54E-05,0,0,3,37,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,10,0,3,0.2,0,0,0,0,0,2643,0,0,0,450,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,1.6,1.2,2.5,1.9,1.2,1.3,1.3,2.9,1.5,2.5,1.8,1,1.5,1,1.3,1.1,1.7,1.1,2.9,1,1,1.5,1.5,1.1,2.9,1.2,1.2,1.4,1.7,2.5,1.2,1,1,1.4,1.3,1.7,1.2,1.2,138.9
Craig,Dawson,DEF,WBA,5000000,0,102,2.68421052631579,5.36842105263158E-07,2.04E-05,0,0,10,50,0,0,0,4,0,0,0,0,0,102,0,0,0,0,6,0,6,0,0,6.3,0,0,0,0,0,3276,0,0,0,500,Bournemouth,Burnley,Stoke,Brighton,West Ham,1.8,2.4,3.3,3.3,3.3,2.6,2.5,1.6,2.8,2.7,3.3,2.7,2,3.8,3.3,2.5,1.8,2.5,2.8,3.8,3.2,2.8,3.8,3.3,2.2,3.3,2.2,3.8,1.9,2.1,1.3,3,3,1.9,2.3,3.3,2.5,2.8,147.9
Kevin,De Bruyne,MID,MCI,10000000,0,199,5.23684210526316,5.23684210526316E-07,1.99E-05,0,0,4,34,0,0,0,6,0,0,0,0,0,199,0,0,1,0,33,0,11,0,21,31.6,0,0,0,0,0,2877,0,0,0,825,Brighton,Everton,Bournemouth,Liverpool,Watford,6.5,6.4,5.9,5.6,6.4,6.4,5,6.8,7.1,5.4,5.1,5.7,6.5,6.4,5.4,4.8,5.5,5.2,6.9,6.5,5.4,7.3,4.5,7.4,6.4,6.1,6.7,4,6.1,5.8,7.4,5.4,5.9,4.1,6.5,4.4,7.4,5.4,336.6
David,de Gea,GLK,MUN,5500000,0,136,3.57894736842105,6.50717703349282E-07,2.47272727272727E-05,0,0,2,29,0,74,0,0,0,0,0,0,0,136,0,0,0,0,5,0,14,0,0,30.7,0,0,0,0,0,3150,0,0,0,575,West Ham,Swansea,Leicester,Stoke,Everton,4.9,3.9,3.3,4.2,5.1,4.2,4.9,2.9,4.4,3.9,3.4,5.1,5.1,3.1,4,4.1,2.8,3.4,2.6,4.5,4.9,4.4,4.9,3.8,3.2,5.1,4.4,4.1,4.2,3.6,4.3,4.6,3.4,4.1,2.2,4.7,4.4,3.8,55
Siem,de Jong,MID,NEW,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6500000,0,130,3.42105263157895,5.26315789473684E-07,2E-05,0,0,7,52,0,0,0,10,0,0,0,0,0,130,0,0,0,0,18,0,6,0,4,1,0,1,0,0,0,2944,0,0,0,441,Liverpool,Bournemouth,Brighton,Southampton,Man City,0,3.1,4.9,3.2,4.1,3.6,3.5,3.4,2.4,4.2,2.3,3.9,4.2,3.4,3.8,3.6,3.3,4.9,4.2,3.8,4.3,3.4,3.9,3.1,3.5,3.1,3.2,3,4.2,2.7,2.8,3.8,4.3,4.2,4,3.1,4.9,2.7,206.8
Jermain,Defoe,FWD,BOU,8000000,0,166,4.36842105263158,5.46052631578947E-07,2.075E-05,0,0,1,63,0,0,0,15,0,0,0,0,0,166,0,0,0,0,24,0,6,0,3,5.6,0,0,0,0,0,3322,0,0,0,529,West Brom,Watford,Man City,Arsenal,Brighton,0,5.7,5.8,4,6.2,3.5,5.3,4.5,5.1,4.5,5.4,6.2,5.1,5.9,5.4,4.7,4,4.9,4.9,5.4,4.3,5.4,4.9,4.6,3.6,5.9,5.4,6.2,4.5,5.4,5.9,4.9,5.6,4,4.9,4.6,5.9,5.1,227
Steven,Defour,MID,BUR,5500000,0,54,3.90615973025684E-27,7.10210860046698E-34,9.81818181818182E-06,0,0,1,13,0,0,0,1,0,0,0,0,0,54,0,0,0,0,6,0,5,0,3,0.2,0,0,0,0,0,1068,0,0,0,245,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3
Damien,Delaney,DEF,CRY,4500000,0,51,1.34210526315789,2.98245614035088E-07,1.13333333333333E-05,0,0,8,39,0,0,0,0,0,0,0,0,0,51,0,0,0,0,3,0,3,0,2,0.7,0,0,0,0,0,2014,0,0,0,344,Huddersfield,Liverpool,Swansea,Burnley,Southampton,1.9,0.7,1.1,0.8,1.2,0.7,0.7,0.9,1.7,1.2,0.7,1.5,1.2,1.7,0.7,0.7,0.8,0.7,0.8,1.1,0.9,0.9,1,0.9,1,1.9,1.3,0.8,0.8,0.7,1.7,0.7,0.7,1.9,0.7,0.7,0.9,0.9,64.1
Fabian,Delph,MID,MCI,4500000,0,13,9.40371786913684E-28,2.08971508203041E-34,2.88888888888889E-06,0,0,1,4,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,224,0,0,0,62,Brighton,Everton,Bournemouth,Liverpool,Watford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3
Mousa,Dembele,MID,TOT,5000000,0,76,5.49755813888E-27,1.099511627776E-33,1.52E-05,0,0,5,17,0,0,0,1,0,0,0,0,0,76,0,0,0,0,6,0,11,0,2,2.5,0,0,0,0,0,2056,0,0,0,456,Newcastle,Chelsea,Burnley,Everton,Swansea,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2
Laurent,Depoitre,FWD,HUD,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Diame,MID,NEW,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brahim,Diaz,MID,MCI,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Brighton,Everton,Bournemouth,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5000000,0,93,2.44736842105263,4.89473684210526E-07,1.86E-05,0,0,6,24,0,0,0,2,0,0,0,0,0,93,0,0,0,0,4,0,16,0,0,4.6,0,0,0,0,0,3043,0,0,0,505,Newcastle,Chelsea,Burnley,Everton,Swansea,3,1.9,2.4,1.6,2.1,1.2,3,2.3,1.7,1.4,2.1,1.2,2.1,1.8,2.1,2.3,3.5,1.3,1.9,2.1,1.6,1.7,2.1,1.6,1.8,1.3,1.5,1.6,3.5,1.8,3.5,1.5,1.8,1.7,3,2.5,1.6,2.2,120.7
Mame Biram,Diouf,FWD,STK,5500000,0,51,1.34210526315789,2.44019138755981E-07,9.27272727272727E-06,0,0,3,26,0,0,0,1,0,0,0,0,0,51,0,0,0,0,2,0,5,0,2,0.4,0,0,0,0,0,1385,0,0,0,190,Everton,Arsenal,West Brom,Man Utd,Newcastle,0.7,0.8,0.8,0.8,1.7,0.7,0.9,0.8,0.9,0.8,0.9,1.7,0.7,0.8,1.1,0.7,0.8,0.9,1,1.7,0.7,1.9,0.7,1.9,1,0.7,1.9,0.7,0.7,1,0.7,0.7,0.9,0.7,1.1,0.7,0.9,0.8,68.4
Abdoulaye,Doucoure,MID,WAT,5000000,0,38,2.74877906944E-27,5.49755813888E-34,7.6E-06,0,0,4,32,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1352,0,0,0,226,Liverpool,Bournemouth,Brighton,Southampton,Man City,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1
Daniel,Drinkwater,MID,LEI,5000000,0,69,1.81578947368421,3.63157894736842E-07,1.38E-05,0,0,6,44,0,0,0,1,0,0,0,0,0,69,0,0,0,0,3,0,8,0,1,0.4,0,0,0,0,0,2466,0,0,0,384,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,0,2.6,0.9,1.2,2.3,1,1.1,1.3,1,1.3,1.1,1,0.9,0.9,1.5,2.3,1,1.3,1.1,1.3,0.9,2.6,0.9,1.6,1,1.3,0.9,1.4,1.4,1,0.9,2.3,2.6,1.2,1.3,1,1,0.9,92
Shane,Duffy,DEF,BHA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Dyer,MID,SWA,4500000,0,12,4.34017747806316E-27,9.64483884014035E-34,2.66666666666667E-06,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,214,0,0,0,47,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6
,Ederson,GLK,MCI,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,Brighton,Everton,Bournemouth,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eduardo,GLK,CHE,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Burnley,Tottenham,Everton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,NEW,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elneny,MID,ARS,4500000,0,26,1.88074357382737E-27,4.17943016406082E-34,5.77777777777778E-06,0,0,1,9,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,1,1.5,0,0,0,0,0,694,0,0,0,133,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1
Christian,Eriksen,MID,TOT,9500000,0,218,5.73684210526316,6.0387811634349E-07,2.29473684210526E-05,0,0,0,24,0,0,0,8,0,0,0,0,0,218,0,0,0,0,30,0,16,0,20,14.7,0,0,0,0,0,3159,0,0,0,798,Newcastle,Chelsea,Burnley,Everton,Swansea,7.1,6.9,8,6.2,7.4,5.1,7.1,7.8,6.4,5.5,7.3,4.7,7.3,6.5,7.1,7.7,8.1,5.2,6.9,7.3,6.2,6.3,7.3,6.2,6.7,5.2,5.8,6.1,8.1,6.7,8.1,5.8,6.6,6.3,7.1,8.1,6.2,7.6,389.7
Jonny,Evans,DEF,WBA,5000000,0,79,2.07894736842105,4.15789473684211E-07,1.58E-05,0,0,8,39,0,0,0,2,0,0,0,0,0,79,0,0,0,0,7,0,4,0,1,0.8,0,0,0,0,0,2637,0,0,0,478,Bournemouth,Burnley,Stoke,Brighton,West Ham,1.1,1.6,2.3,2.6,2.3,1.8,1.6,1,1.9,1.8,2.6,1.8,1.3,3,2.3,1.7,1.2,1.6,1.9,2.8,2.2,1.9,3,2.4,1.4,2.3,1.4,3,1.3,1.4,1,2,2.1,1.3,1.5,2.6,1.7,1.9,100.6
Lukasz,Fabianski,GLK,SWA,4500000,0,116,3.05263157894737,6.78362573099415E-07,2.57777777777778E-05,0,0,1,69,0,117,0,0,0,0,0,0,0,116,0,0,0,0,8,0,8,0,0,4.5,0,0,0,1,0,3330,0,0,0,650,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,3.3,3,3.4,4.3,2.5,3,3.4,4.3,2.6,3.2,4.3,3,2.2,2.7,3.4,3.3,3.3,3.8,4,2.2,2.4,3.1,3.8,2.8,3.8,2,3.6,3.8,4,3.8,3.9,2.4,2.7,4.3,2.7,3.3,1.7,3.9,78.1
Cesc,Fabregas,MID,CHE,7000000,0,121,8.75269124742737E-27,1.2503844639182E-33,1.72857142857143E-05,0,0,8,14,0,0,0,5,0,0,0,0,0,121,0,0,0,0,14,0,4,0,15,9.6,0,0,0,0,0,1340,0,0,0,529,Burnley,Tottenham,Everton,Leicester,Arsenal,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.1
Adam,Federici,GLK,BOU,4000000,0,8,5.78690330408421E-28,1.44672582602105E-34,2E-06,0,0,1,3,0,5,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,5.7,0,0,0,0,0,180,0,0,0,37,West Brom,Watford,Man City,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Sofiane,Feghouli,MID,WHU,5500000,0,55,1.98924801077895E-26,3.61681456505263E-33,1E-05,0,0,1,23,0,0,0,3,0,0,0,0,0,55,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,1042,0,0,1,220,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.9
Marouane,Fellaini,MID,MUN,5000000,0,48,3.47214198245053E-27,6.94428396490105E-34,9.6E-06,0,0,8,14,0,0,0,1,0,0,0,0,0,48,0,0,0,0,0,0,10,0,0,0.5,0,0,0,0,0,1604,0,0,1,259,West Ham,Swansea,Leicester,Stoke,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9
Leroy,Fer,MID,SWA,5500000,0,95,2.5,4.54545454545455E-07,1.72727272727273E-05,0,0,9,49,0,0,0,6,0,0,0,0,0,95,0,0,0,0,5,0,4,0,2,0.7,0,0,0,0,0,2405,0,0,0,429,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,1.7,1.9,1.7,3.5,1.2,2.6,1.3,3.5,2.3,1.2,3.5,2,2.4,1.5,1.9,2.2,1.7,1.7,2.1,1.3,2.1,1.6,3.1,1.8,1.5,1.8,2.5,3.1,1.7,3.1,2.2,1.4,1.7,2.1,1.3,2,1.9,2.3,128.3
Edimilson,Fernandes,MID,WHU,4500000,0,38,2.74877906944E-27,6.10839793208889E-34,8.44444444444444E-06,0,0,4,18,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,3,0,1,0.4,0,0,0,0,0,1002,0,0,0,148,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3
Federico,Fernandez,DEF,SWA,4500000,0,63,1.65789473684211,3.68421052631579E-07,1.4E-05,0,0,7,41,0,0,0,0,0,0,0,0,0,63,0,0,0,0,4,0,6,0,1,0.4,0,0,0,0,0,2430,0,0,0,435,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,1.3,1.1,1.3,2.4,0.9,1.1,1.3,2.4,1,1.2,2.4,1.1,0.8,1,1.3,1.3,1.3,1.7,1.7,0.8,0.9,1.2,2.1,1.1,1.6,0.8,1.4,2.1,1.7,2.1,1.6,0.9,1,2.1,1,1.3,0.8,1.6,82.9
,Fernandinho,MID,MCI,5000000,0,78,2.05263157894737,4.10526315789474E-07,1.56E-05,0,0,4,27,0,0,0,2,0,0,0,0,0,78,0,0,0,0,3,0,10,0,1,1,0,0,0,0,0,2755,0,0,2,483,Brighton,Everton,Bournemouth,Liverpool,Watford,2.5,1.6,1.4,1.3,1.5,1.6,1.1,1.7,1.8,1.2,1.1,1.3,2.5,1.6,1.2,1,1.3,1.1,1.8,2.5,1.2,2,1,2.9,1.6,1.4,1.7,1,1.4,1.3,2.9,1.2,1.4,1,1.6,1,2.9,1.2,148.5
,Fernando,MID,MCI,4500000,0,18,0.473684210526316,1.05263157894737E-07,4E-06,0,0,3,10,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,1,0,0,0.2,0,0,0,0,0,568,0,0,0,106,Brighton,Everton,Bournemouth,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Sam,Field,MID,WBA,4500000,0,9,6.51026621709474E-28,1.44672582602105E-34,2E-06,0,0,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,275,0,0,0,50,Bournemouth,Burnley,Stoke,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
Roberto,Firmino,FWD,LIV,8500000,0,180,4.73684210526316,5.57275541795666E-07,2.11764705882353E-05,0,0,5,39,0,0,0,11,0,0,0,0,0,180,0,0,0,0,17,0,11,0,11,22.3,0,0,0,0,0,3062,0,0,0,639,Watford,Crystal Palace,Arsenal,Man City,Burnley,5.5,6.2,5.5,5.5,6.6,5,5.9,5.5,5.1,6.7,5.2,6.1,5,5.7,5.9,4.9,6.5,5.1,4.5,6.6,5.9,5.7,6.4,5.7,5.9,6,5.2,6.1,6.7,4.5,6.4,5.3,3.9,6,5.6,6.5,4.1,6.7,356.9
