FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Robbie,Brady,MID,BUR,5300000,0,56,2.24,4.22641509433962E-07,1.05660377358491E-05,0,210493,3,12,0,0,0,1,0,10.6,162,-2,0,56,2,0,0,0,7,0,6,0,4,0.5,198888,0,0,0,1,1277,7,0,0,216,Man City,Swansea,Southampton,Everton,West Ham,0,0,0,0,0,1.4,1.5,1.5,1.8,1.4,1.8,1.2,1.8,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.04,8.69565217391304E-09,2.17391304347826E-07,0,38648,0,0,0,0,0,0,0,0.2,80,-4,0,1,4,0,0,0,0,0,0,0,0,0.4,8157,0,0,0,0,44,37,0,0,4,Burnley,Leicester,Arsenal,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Miguel,Britos,DEF,WAT,4300000,0,20,0.8,1.86046511627907E-07,4.65116279069767E-06,0,143835,3,12,0,0,0,1,0,4.7,146,-2,0,20,2,0,0,0,0,0,2,0,0,0.5,115131,0,0,0,0,704,8,0,1,129,Chelsea,West Ham,Everton,West Brom,Arsenal,0,0,0,0,0,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.36,8.18181818181818E-08,2.04545454545455E-06,0,8449,1,1,0,0,0,0,0,2,17,-1,0,9,1,0,0,0,0,0,3,0,0,0.1,4021,0,0,0,0,269,16,0,0,25,Leicester,Burnley,Brighton,West Ham,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.64,1.23076923076923E-07,3.07692307692308E-06,0,3815,0,8,0,0,0,0,0,3.1,16,-3,0,16,3,0,0,0,0,0,0,0,0,0,626,0,0,0,0,302,5,0,0,60,West Ham,Stoke,Swansea,Arsenal,Everton,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
,Bruno,DEF,BHA,4500000,0,65,3.3,7.33333333333333E-07,1.44444444444444E-05,0,71437,3,19,0,0,0,0,0,14.4,2443,0,0,65,0,0.1,0,0.3,5,0,8,0,0,1.5,133074,0,0,0,0,1635,560,0,0,336,West Ham,Stoke,Swansea,Arsenal,Everton,4.5,3,3.5,4.5,2.1,2.5,3.6,4.2,3.8,3.7,3.1,3.8,2.9,44.7
Chris,Brunt,MID,WBA,5000000,0,40,1.6,3.2E-07,8E-06,0,133148,2,6,0,0,0,0,0,8,96,-5,0,40,5,0.4,0,2,4,0,6,0,3,0.5,120193,0,0,0,0,858,61,0,0,192,Southampton,Chelsea,Huddersfield,Watford,Leicester,1.1,0.8,1.4,0.8,1.1,0.8,1,1.2,0.8,0.9,0.8,0.9,0.8,65.2
Harry,Bunn,MID,HUD,4500000,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Burke,MID,WBA,4900000,0,12,0.48,9.79591836734694E-08,2.44897959183673E-06,0,3504,0,6,0,0,0,0,0,2.4,8,-6,0,12,6,0.1,0,0.3,0,0,0,0,1,0,3648,0,0,0,0,159,3,0,0,35,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,2794,0,0,0,0,0,210,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Butcher,MID,BOU,4500000,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,7,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,5000000,7,71,3.2,6.4E-07,1.42E-05,0,142970,0,43,0,78,0,0,0,14.2,606,0,0,71,0,1.3,0,6.3,6,0,4,0,0,2.3,107943,0,0,0,1,1980,932,0,0,410,Bournemouth,Brighton,Leicester,Southampton,Man City,2.5,4.2,2.4,3.1,3,3.2,2.7,3.5,3.2,3.7,2.8,4.7,2.5,55.7
Sam,Byram,DEF,WHU,4200000,1,2,0.08,1.9047619047619E-08,4.76190476190476E-07,0,9215,1,1,0,0,0,0,0,0.5,31,-3,0,2,3,0.1,0,0.4,0,0,0,0,0,0.1,2221,0,0,0,0,91,132,0,0,14,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Willy,Caballero,GLK,CHE,4800000,0,7,0.28,5.83333333333333E-08,1.45833333333333E-06,0,7136,0,0,0,3,0,0,0,1.5,1159,-2,0,7,2,0.4,0,1.8,0,0,1,0,0,0.2,8631,0,0,0,0,90,58,0,0,29,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,1,49,2.3,4.33962264150943E-07,9.24528301886792E-06,0,32250,4,26,0,0,0,0,0,9.2,84,-2,0,49,2,0.2,0,1,3,0,4,0,3,0.2,17792,0,0,0,0,1561,74,0,0,291,Newcastle,Everton,Tottenham,Man Utd,Chelsea,2,1.7,1.6,1.6,1.3,1.5,1.5,1.6,2,1.5,2,1.3,2.3,111.7
Gary,Cahill,DEF,CHE,6200000,1,54,2.16,3.48387096774194E-07,8.70967741935484E-06,0,592540,0,15,0,0,0,0,0,8.7,517,-3,0,54,3,0.1,0,0.8,2,0,7,0,0,2.7,80381,0,0,0,0,1346,367,0,1,296,Watford,West Brom,Man Utd,Man City,Crystal Palace,2.1,2,1.3,1.4,3,1.8,1.8,2.3,1.9,2.2,1.5,2,1.5,42.3
Dominic,Calvert-Lewin,FWD,EVE,5300000,1,69,2.9,5.47169811320755E-07,1.30188679245283E-05,0,881035,3,21,0,0,0,3,0,13,30100,3,0,69,-3,0.1,0,0.7,3,0,6,0,6,6.8,1183778,0,0,0,1,1556,694,0,0,190,Arsenal,Crystal Palace,Watford,Burnley,Brighton,1.6,3.4,2.6,2.1,3.4,2.7,2.8,2.8,2.2,3.2,2.2,3.2,2.2,100.3
Geoff,Cameron,DEF,STK,4300000,0,23,0.92,2.13953488372093E-07,5.34883720930233E-06,0,39222,1,24,0,0,0,0,0,5.3,207,-2,0,23,2,0.1,0,0.3,0,0,1,0,0,0.3,28994,0,0,0,0,1137,33,0,0,163,Bournemouth,Brighton,Leicester,Southampton,Man City,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,29.3
Emre,Can,MID,LIV,4800000,14,70,3.5,7.29166666666667E-07,1.45833333333333E-05,0,501621,6,24,0,0,0,2,0,14.6,1596,-2,0,70,2,1.3,0,6,7,0,6,0,5,4.1,339913,0,0,0,1,1613,21685,0,0,398,Tottenham,Southampton,West Ham,Newcastle,Man Utd,3.2,3,4,3.8,1.8,3.3,2.6,3.4,3.8,2.9,3.8,2.6,3.8,97.1
Etienne,Capoue,MID,WAT,4800000,3,23,0.92,1.91666666666667E-07,4.79166666666667E-06,0,294502,1,10,0,0,0,1,0,4.8,188,-7,0,23,7,0.3,0,1.3,0,0,1,0,1,1.2,39411,0,0,0,0,457,41,0,0,98,Chelsea,West Ham,Everton,West Brom,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.2
Michael,Carrick,MID,MUN,4200000,0,0,0,0,0,0,105627,0,0,0,0,0,0,0,0,278,-3,0,0,3,0,0,0,0,0,0,0,0,0.9,76282,0,0,0,0,0,648,0,0,0,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Carrillo,MID,WAT,5500000,1,58,2.5,4.54545454545455E-07,1.05454545454545E-05,0,8496,1,31,0,0,0,1,0,10.5,300,0,0,58,0,0.5,0,2.5,4,0,3,0,3,0.1,12321,0,0,0,0,1424,54,0,0,255,Chelsea,West Ham,Everton,West Brom,Arsenal,1.7,1.9,2.6,2.4,1.5,1.3,2.1,1.9,1.9,2,1.4,2.1,1.2,80
Guido,Carrillo,FWD,SOU,6500000,1,1,0.04,6.15384615384615E-09,1.53846153846154E-07,0,1449,0,0,0,0,0,0,0,0.2,610,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,8501,0,0,0,0,45,620,0,0,2,West Brom,Liverpool,Burnley,Stoke,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
Andy,Carroll,FWD,WHU,5800000,0,25,2.1,3.62068965517241E-07,4.31034482758621E-06,0,96678,5,12,0,0,0,2,0,4.3,1394,-2,0,25,2,0.4,0,2.4,3,0,3,0,1,0.3,103071,0,0,0,1,695,29,0,1,71,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,1.8,2,1,2.3,1,1.7,1.4,2,49.8
Tom,Carroll,MID,SWA,4300000,1,58,2.4,5.58139534883721E-07,1.34883720930233E-05,0,530001,3,28,0,0,0,0,0,13.5,4339,-2,0,58,2,0.3,0,1.5,3,0,6,0,3,5.1,506460,0,0,0,0,1813,4133,0,0,285,Leicester,Burnley,Brighton,West Ham,Huddersfield,1.5,1.9,1.5,2.2,1.7,1.9,1.2,1.7,2.6,1.2,1.7,1.8,2.1,90.4
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.04,9.09090909090909E-09,2.27272727272727E-07,0,1081,0,0,0,0,0,0,0,0.2,3,-1,0,1,1,0,0,0,0,0,0,0,0,0,278,0,0,0,0,19,3,0,0,4,Chelsea,West Ham,Everton,West Brom,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0,0,0,0,2223,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,810,0,0,0,0,0,15,0,0,0,Everton,Tottenham,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5400000,1,88,3.5,6.48148148148148E-07,1.62962962962963E-05,0,222467,1,34,0,58,0,0,0,16.3,3632,-1,0,88,1,0.4,0,2,4,0,9,0,0,4.9,132834,0,0,0,0,2250,206,0,0,445,Everton,Tottenham,Man City,Brighton,Watford,3.9,2.5,3.7,3.1,4.6,2.3,4.7,4.5,2.5,5,2.3,4.5,2.6,46.9
,Cedric,DEF,SOU,4700000,2,44,2.3,4.8936170212766E-07,9.36170212765957E-06,0,694959,1,24,0,0,0,0,0,9.4,756,-3,0,44,3,0.2,0,1,0,0,4,0,0,2.5,242004,0,0,0,0,1624,370,0,0,256,West Brom,Liverpool,Burnley,Stoke,Newcastle,1.6,2.2,2,2.3,1.6,1.6,2.1,1.7,2,1.5,1.7,1.3,1.6,63.1
Nacer,Chadli,MID,WBA,5600000,0,13,0.52,9.28571428571429E-08,2.32142857142857E-06,0,39278,1,2,0,0,0,1,0,2.3,23,-4,0,13,4,0,0,0,3,0,1,0,0,0.2,9641,0,0,0,1,174,7,0,0,30,Southampton,Chelsea,Huddersfield,Watford,Leicester,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.48,1.14285714285714E-07,2.85714285714286E-06,0,199797,1,7,0,0,0,0,0,2.9,313,-3,0,12,3,0,0,0,0,0,3,0,0,0.7,126900,0,0,0,0,429,224,0,0,37,Chelsea,West Ham,Everton,West Brom,Arsenal,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.6
,Chamberlain,MID,LIV,5700000,1,67,2.68,4.70175438596491E-07,1.17543859649123E-05,0,282750,1,21,0,0,0,3,0,11.8,14807,-3,0,67,3,0.9,0,5,4,0,3,0,3,4.1,311674,0,0,0,0,1224,4189,0,0,311,Tottenham,Southampton,West Ham,Newcastle,Man Utd,2.1,2,2.7,2.6,1.3,2.2,1.7,2.2,2.6,1.9,2.5,1.7,2.5,123.4
Calum,Chambers,DEF,ARS,4700000,0,5,0.2,4.25531914893617E-08,1.06382978723404E-06,0,23182,1,6,0,0,0,0,0,1.1,272,-3,0,5,3,0.2,0,0.8,0,0,0,0,0,0.2,8810,0,0,0,0,340,38,0,0,56,Everton,Tottenham,Man City,Brighton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14
,Chicharito,FWD,WHU,6700000,5,64,3.4,5.07462686567164E-07,9.55223880597015E-06,0,1818724,3,24,0,0,0,5,0,9.6,2483,-3,0,64,3,0.5,0,3.2,9,0,5,0,2,6.9,1142185,0,0,0,2,1156,2763,0,0,198,Brighton,Watford,Liverpool,Swansea,Burnley,3,3.8,2.4,2.9,3.6,3.7,4,2.2,4.5,2.2,3.5,3,4.1,83.2
Benjamin,Chilwell,DEF,LEI,4300000,1,35,1.4,3.25581395348837E-07,8.13953488372093E-06,0,42389,0,15,0,0,0,0,0,8.1,885,-2,0,35,2,0.8,0,3.3,0,0,4,0,0,1.2,81573,0,0,0,0,1087,5865,0,1,198,Swansea,Man City,Stoke,Bournemouth,West Brom,0.9,0.7,1.1,0.8,0.7,1.3,0.8,0.8,0.8,1.1,1.4,1.3,0.7,34.8
Hamza,Choudhury,MID,LEI,4400000,0,1,0.04,9.09090909090909E-09,2.27272727272727E-07,0,220,0,0,0,0,0,0,0,0.2,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,280,0,0,0,0,7,7,0,0,2,Swansea,Man City,Stoke,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,3,91,3.8,7.03703703703704E-07,1.68518518518519E-05,0,607352,2,39,0,0,0,4,0,16.9,4575,-1,0,91,1,0.7,0,3.7,9,0,4,0,5,4.1,779642,0,0,0,2,1855,6979,0,0,274,Bournemouth,Brighton,Leicester,Southampton,Man City,3.5,4.3,3,3.4,2.8,5.1,2.7,3.6,3.3,4,2.3,4.2,3.4,142.7
Andreas,Christensen,DEF,CHE,5500000,1,62,3.3,6E-07,1.12727272727273E-05,0,308780,0,10,0,0,0,0,0,11.3,17619,0,0,62,0,0.2,0,1,3,0,7,0,0,3.5,473665,0,0,0,0,1364,1029,0,0,332,Watford,West Brom,Man Utd,Man City,Crystal Palace,0,3.7,2.7,2.8,4.7,3.5,3.5,4.2,3.5,4,2.9,3.7,2.9,40.3
Ciaran,Clark,DEF,NEW,4400000,2,62,3.3,7.5E-07,1.40909090909091E-05,0,213346,3,29,0,0,0,2,0,14.1,1850,-1,0,62,1,0.5,0,2.3,6,0,4,0,1,2.4,278765,0,0,0,1,1655,3450,0,0,308,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,4.1,3.6,2.8,3.2,3.7,2.9,4,2.7,4.3,2.4,3.7,3.9,3.4,65.2
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,18595,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4015,0,0,0,0,0,1,0,0,0,West Brom,Liverpool,Burnley,Stoke,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,3,58,2.5,5E-07,1.16E-05,0,95977,1,33,0,0,0,1,0,11.6,292,0,0,58,0,0.3,1,1.3,3,0,6,0,2,0.5,102311,0,0,0,1,1900,31,0,1,300,Chelsea,West Ham,Everton,West Brom,Arsenal,0,1.9,2.6,2.4,1.5,1.3,2.1,1.9,1.9,2,1.4,2.1,1.2,93.4
Sam,Clucas,MID,SWA,4700000,15,51,2.8,5.95744680851064E-07,1.08510638297872E-05,0,6263,1,18,0,0,0,3,0,10.9,676,-3,0,51,3,1.2,0,5.5,3,0,3,0,0,0.2,18253,0,0,0,1,1218,12075,0,0,212,Leicester,Burnley,Brighton,West Ham,Huddersfield,2,2.4,1.9,2.8,2.2,2.5,1.4,2.1,3.3,1.4,2.1,2.3,2.6,44.8
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0,0,0,0,27638,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1341,0,0,0,0,0,7,0,0,0,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Colback,MID,NEW,4200000,0,0,0,0,0,0,104406,0,0,0,0,0,0,0,0,772,-3,0,0,3,0,0,0,0,0,0,0,0,1.2,113004,0,0,0,0,0,832,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Coleman,GLK,HUD,3900000,0,0,0,0,0,0,57476,0,0,0,0,0,0,0,0,899,-1,0,0,1,0,0,0,0,0,0,0,0,2.8,100768,0,0,0,0,0,10595,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,2,2,0.08,1.25E-08,3.125E-07,0,8988,0,1,0,0,0,0,0,0.3,81,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.3,2393,0,0,0,0,90,914,0,0,19,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,5
James,Collins,DEF,WHU,4300000,2,25,1,2.32558139534884E-07,5.81395348837209E-06,0,21659,2,9,0,0,0,1,0,5.8,133,-2,0,25,2,0.2,0,1,0,0,2,0,0,0.3,19683,0,0,0,0,687,294,0,0,131,Brighton,Watford,Liverpool,Swansea,Burnley,0.5,0.7,0.5,0.5,0.6,0.6,0.6,0.5,0.7,0.5,0.5,0.5,0.5,31.9
Francis,Coquelin,MID,ARS,4300000,0,7,1,2.32558139534884E-07,1.62790697674419E-06,0,39679,0,6,0,0,0,0,0,1.6,109,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,15749,0,0,0,0,164,3,0,0,35,Everton,Tottenham,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
Jack,Cork,MID,BUR,4600000,2,66,2.6,5.65217391304348E-07,1.43478260869565E-05,0,312510,5,22,0,0,0,1,0,14.3,2369,1,0,66,-1,0.4,0,2,3,0,10,0,1,3.1,416482,0,0,0,0,2250,1240,0,0,355,Man City,Swansea,Southampton,Everton,West Ham,1.4,2,2.2,2.9,1.9,1.8,1.9,1.9,2.3,1.8,2.3,1.6,2.3,78.9
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,66093,0,0,0,0,0,0,0,0,22,-5,0,0,5,0,0,0,0,0,0,0,0,0.3,2404,0,0,0,0,0,2,0,0,0,Watford,West Brom,Man Utd,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5500000,1,100,4.2,7.63636363636364E-07,1.81818181818182E-05,0,714334,1,19,0,48,0,0,0,18.2,4544,0,0,100,0,0.4,0,2,2,0,12,0,0,12,454789,0,0,0,0,2160,3322,0,0,443,Watford,West Brom,Man Utd,Man City,Crystal Palace,5.4,5.2,3.9,4,5.9,4.9,4.9,5.8,5,5.5,4.2,5.2,4.2,35.1
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.13186813186813E-07,1.13186813186813E-05,0,1709601,0,14,0,0,0,7,0,11.3,2050,1,0,103,-1,0,0,0,15,0,5,0,7,3.9,1531073,0,0,0,4,1109,2,0,0,381,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.08,2E-08,5E-07,0,22083,0,7,0,0,0,0,0,0.5,147,0,0,2,0,0,0,0,0,0,0,0,0,0.3,23886,0,0,0,0,179,16,0,0,35,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
Aaron,Cresswell,DEF,WHU,5100000,2,73,3.2,6.27450980392157E-07,1.43137254901961E-05,0,201857,3,35,0,0,0,0,0,14.3,3415,1,0,73,-1,0.5,0,2.4,8,0,6,0,4,3.7,365337,0,0,0,0,1929,1771,0,0,364,Brighton,Watford,Liverpool,Swansea,Burnley,3.1,3.9,2.8,2.5,3.7,3.6,3.7,2.9,3.9,2.7,3,2.4,3.2,89.2
Peter,Crouch,FWD,STK,4900000,1,49,2.5,5.10204081632653E-07,1E-05,0,296264,1,18,0,0,0,3,0,10,6176,-1,0,49,1,0.3,0,1.3,4,0,0,0,2,3.4,336299,0,0,0,0,955,1499,0,0,159,Bournemouth,Brighton,Leicester,Southampton,Man City,2,2.7,1.9,2.1,2.2,2.6,1.3,2.2,1.8,2.2,1.5,2.7,1.8,68.9
Josh,Cullen,MID,WHU,4500000,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,29,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4700000,6,68,3.1,6.59574468085106E-07,1.4468085106383E-05,0,1017312,0,27,0,0,0,1,0,14.5,1812,-3,0,68,3,0.7,0,3.3,4,0,5,0,1,5.9,448090,0,0,0,0,1917,7069,0,0,380,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,3.6,2.7,2.9,2.5,3.2,3.4,3.5,4.4,2.9,3.3,3.2,3,3.1,84.5
,Danilo,DEF,MCI,5000000,0,54,4.2,8.4E-07,1.08E-05,0,370287,1,6,0,0,0,1,0,10.8,3811,-5,0,54,5,0.1,0,0.3,3,0,6,0,1,2.5,253709,0,0,0,0,740,295,0,0,228,Burnley,Leicester,Arsenal,Chelsea,Stoke,4.9,4.8,4.4,4.9,4.7,5.8,3.5,5,4.2,4.6,5.1,5.6,5,40
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826087E-07,6.95652173913044E-06,0,85173,4,26,0,0,0,1,0,7,154,-4,0,32,4,0,0,0,0,0,1,0,0,0.3,39359,0,0,0,0,1434,7,0,0,211,Newcastle,Everton,Tottenham,Man Utd,Chelsea,0,0,0,0,0,1.1,1.7,1,2,1.6,1.5,1.3,1.7,67
Karl,Darlow,GLK,NEW,4400000,0,30,1.2,2.72727272727273E-07,6.81818181818182E-06,0,21334,0,14,0,31,0,0,0,6.8,495,-1,0,30,1,0.4,0,1.7,2,0,2,0,0,0.4,22744,1,0,0,1,810,273,0,0,157,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,1.1,0.7,0.6,0.6,0.8,0.6,0.9,0.6,1,0.6,0.8,0.8,0.7,23.3
Matteo,Darmian,DEF,MUN,4900000,0,9,0.36,7.3469387755102E-08,1.83673469387755E-06,0,32905,0,2,0,0,0,0,0,1.8,38,-6,0,9,6,0,0,0,0,0,1,0,0,0.2,6876,0,0,0,0,195,18,0,0,46,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,30,1.2,2.10526315789474E-07,5.26315789473684E-06,0,1175356,2,9,0,0,0,1,0,5.3,1678,-3,0,30,3,0.1,0,0.3,0,0,3,0,1,7.7,323858,0,0,0,0,748,27,0,1,169,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.8,0.8,0.6,0.6,1.4,0.7,0.7,0.9,0.7,0.9,0.6,0.8,0.6,28.5
,David Silva,MID,MCI,8000000,0,108,5.1,6.375E-07,1.35E-05,0,2148002,5,13,0,0,0,5,0,13.5,25299,0,0,108,0,0.1,0,0.8,15,0,9,0,8,8.8,2242675,0,0,0,3,1734,4554,0,0,435,Burnley,Leicester,Arsenal,Chelsea,Stoke,0,6.1,4.7,5.3,5.2,6.2,6.2,5.1,4.4,6.3,5.5,7,5.6,200.6
Ben,Davies,DEF,TOT,5500000,6,99,5,9.09090909090909E-07,1.8E-05,0,1531684,1,13,0,0,0,2,0,18,5613,0,0,99,0,1,0,5.6,10,0,7,0,5,13.9,1843711,0,0,0,3,1513,12674,0,0,418,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,5.5,7.5,6,7.2,5,6,5.7,5.7,5.8,5.9,6.9,5.1,6.4,111.4
Tom,Davies,MID,EVE,5100000,2,34,1.6,3.13725490196078E-07,6.66666666666667E-06,0,65216,6,16,0,0,0,0,0,6.7,91,-4,0,34,4,0.1,0,0.7,0,0,4,0,2,0.4,33231,0,0,0,0,1126,47,0,0,121,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0.8,1.1,0.8,0.8,1.2,0.8,0.8,0.8,0.8,1.2,0.8,1.1,0.8,35.4
Steven,Davis,MID,SOU,4800000,2,69,3.3,6.875E-07,1.4375E-05,0,407657,0,21,0,0,0,3,0,14.4,1521,-2,0,69,2,0.5,0,2.3,6,0,4,0,2,2.2,479184,0,0,0,2,1473,366,0,0,331,West Brom,Liverpool,Burnley,Stoke,Newcastle,2.9,2.5,2.8,3.3,3.2,3,2.9,2.4,2.7,2.7,3.3,3.3,2,82.2
Craig,Dawson,DEF,WBA,4800000,1,50,2,4.16666666666667E-07,1.04166666666667E-05,0,308799,4,17,0,0,0,1,0,10.4,406,-2,0,50,2,0.9,0,4.3,3,0,5,0,0,1.2,96171,0,0,0,1,1340,1673,0,0,231,Southampton,Chelsea,Huddersfield,Watford,Leicester,1.9,1.3,2.1,1.6,1.7,1.1,1.9,1.6,1,1.9,1.1,1.8,2.2,56.4
Kevin,De Bruyne,MID,MCI,10200000,14,159,6.4,6.27450980392157E-07,1.55882352941176E-05,0,1930207,1,17,0,0,0,7,0,15.6,3972,2,0,159,-2,0.8,0,8.5,23,0,13,0,13,21.7,1603300,0,0,0,4,2131,29637,0,0,657,Burnley,Leicester,Arsenal,Chelsea,Stoke,7.5,8.3,6.6,7.3,7.3,8.4,7.9,7.2,6.3,8.5,7.6,9.4,7.8,266.8
